mouse_gene,marmoset_gene
ENSMUSG00000030862,ENSCJAG00000046273
ENSMUSG00000054309,ENSCJAG00000006276
ENSMUSG00000065412,ENSCJAG00000026565
ENSMUSG00000065548,ENSCJAG00000025617
ENSMUSG00000026576,ENSCJAG00000010317
ENSMUSG00000087963,ENSCJAG00000030083
ENSMUSG00000040809,ENSCJAG00000013278
ENSMUSG00000052087,ENSCJAG00000006873
ENSMUSG00000042524,ENSCJAG00000011606
ENSMUSG00000057177,ENSCJAG00000012791
ENSMUSG00000025969,ENSCJAG00000005577
ENSMUSG00000021490,ENSCJAG00000006845
ENSMUSG00000027833,ENSCJAG00000073951
ENSMUSG00000072707,ENSCJAG00000036519
ENSMUSG00000071015,ENSCJAG00000000651
ENSMUSG00000050700,ENSCJAG00000081544
ENSMUSG00000052417,ENSCJAG00000037545
ENSMUSG00000041216,ENSCJAG00000040445
ENSMUSG00000021737,ENSCJAG00000019540
ENSMUSG00000057133,ENSCJAG00000017920
ENSMUSG00000024259,ENSCJAG00000083730
ENSMUSG00000052921,ENSCJAG00000014397
ENSMUSG00000062054,ENSCJAG00000006360
ENSMUSG00000063779,ENSCJAG00000013278
ENSMUSG00000024260,ENSCJAG00000010759
ENSMUSG00000030930,ENSCJAG00000010285
ENSMUSG00000021738,ENSCJAG00000019570
ENSMUSG00000047022,ENSCJAG00000016434
ENSMUSG00000028295,ENSCJAG00000084430
ENSMUSG00000027902,ENSCJAG00000013278
ENSMUSG00000029784,ENSCJAG00000010598
ENSMUSG00000028041,ENSCJAG00000009075
ENSMUSG00000044444,ENSCJAG00000006841
ENSMUSG00000021492,ENSCJAG00000006834
ENSMUSG00000031149,ENSCJAG00000078035
ENSMUSG00000040857,ENSCJAG00000058052
ENSMUSG00000018740,ENSCJAG00000014416
ENSMUSG00000031150,ENSCJAG00000002605
ENSMUSG00000038072,ENSCJAG00000019732
ENSMUSG00000071553,ENSCJAG00000010612
ENSMUSG00000030701,ENSCJAG00000015909
ENSMUSG00000032892,ENSCJAG00000014422
ENSMUSG00000039967,ENSCJAG00000000634
ENSMUSG00000075415,ENSCJAG00000020360
ENSMUSG00000004771,ENSCJAG00000042037
ENSMUSG00000053453,ENSCJAG00000034899
ENSMUSG00000074886,ENSCJAG00000006775
ENSMUSG00000017428,ENSCJAG00000014450
ENSMUSG00000075832,ENSCJAG00000086432
ENSMUSG00000021256,ENSCJAG00000020720
ENSMUSG00000041915,ENSCJAG00000010743
ENSMUSG00000039070,ENSCJAG00000010655
ENSMUSG00000001348,ENSCJAG00000005507
ENSMUSG00000028298,ENSCJAG00000000626
ENSMUSG00000021257,ENSCJAG00000020726
ENSMUSG00000067274,ENSCJAG00000032302
ENSMUSG00000000441,ENSCJAG00000016737
ENSMUSG00000024258,ENSCJAG00000021814
ENSMUSG00000024258,ENSCJAG00000079581
ENSMUSG00000073910,ENSCJAG00000038687
ENSMUSG00000059114,ENSCJAG00000020736
ENSMUSG00000053641,ENSCJAG00000007209
ENSMUSG00000022420,ENSCJAG00000044212
ENSMUSG00000028300,ENSCJAG00000018440
ENSMUSG00000024325,ENSCJAG00000081691
ENSMUSG00000034501,ENSCJAG00000019055
ENSMUSG00000029368,ENSCJAG00000013986
ENSMUSG00000057469,ENSCJAG00000006910
ENSMUSG00000065555,ENSCJAG00000029305
ENSMUSG00000073422,ENSCJAG00000021632
ENSMUSG00000079357,ENSCJAG00000019599
ENSMUSG00000034452,ENSCJAG00000007180
ENSMUSG00000020580,ENSCJAG00000006805
ENSMUSG00000021747,ENSCJAG00000019711
ENSMUSG00000034263,ENSCJAG00000007118
ENSMUSG00000054932,ENSCJAG00000013971
ENSMUSG00000089715,ENSCJAG00000056228
ENSMUSG00000045083,ENSCJAG00000022711
ENSMUSG00000065344,ENSCJAG00000086291
ENSMUSG00000065344,ENSCJAG00000083299
ENSMUSG00000021749,ENSCJAG00000019719
ENSMUSG00000029369,ENSCJAG00000013963
ENSMUSG00000088339,ENSCJAG00000066775
ENSMUSG00000088339,ENSCJAG00000055140
ENSMUSG00000048895,ENSCJAG00000047608
ENSMUSG00000028405,ENSCJAG00000007687
ENSMUSG00000021750,ENSCJAG00000019725
ENSMUSG00000020899,ENSCJAG00000014431
ENSMUSG00000029788,ENSCJAG00000010683
ENSMUSG00000033629,ENSCJAG00000007084
ENSMUSG00000024327,ENSCJAG00000021622
ENSMUSG00000021751,ENSCJAG00000019727
ENSMUSG00000032393,ENSCJAG00000006987
ENSMUSG00000009585,ENSCJAG00000012524
ENSMUSG00000041638,ENSCJAG00000008897
ENSMUSG00000040296,ENSCJAG00000007741
ENSMUSG00000039656,ENSCJAG00000021619
ENSMUSG00000025155,ENSCJAG00000018104
ENSMUSG00000021752,ENSCJAG00000077075
ENSMUSG00000021748,ENSCJAG00000071329
ENSMUSG00000021748,ENSCJAG00000019739
ENSMUSG00000059900,ENSCJAG00000016751
ENSMUSG00000045679,ENSCJAG00000044173
ENSMUSG00000032570,ENSCJAG00000003182
ENSMUSG00000033885,ENSCJAG00000019744
ENSMUSG00000030934,ENSCJAG00000012633
ENSMUSG00000030934,ENSCJAG00000081194
ENSMUSG00000031153,ENSCJAG00000002531
ENSMUSG00000026574,ENSCJAG00000082086
ENSMUSG00000026573,ENSCJAG00000086614
ENSMUSG00000048528,ENSCJAG00000068730
ENSMUSG00000034343,ENSCJAG00000000476
ENSMUSG00000020571,ENSCJAG00000006694
ENSMUSG00000009487,ENSCJAG00000009263
ENSMUSG00000029518,ENSCJAG00000008955
ENSMUSG00000028256,ENSCJAG00000007184
ENSMUSG00000024330,ENSCJAG00000021577
ENSMUSG00002075398,ENSCJAG00000044380
ENSMUSG00000030319,ENSCJAG00000016770
ENSMUSG00000036822,ENSCJAG00000007840
ENSMUSG00000031558,ENSCJAG00000012812
ENSMUSG00000071014,ENSCJAG00000046540
ENSMUSG00000071014,ENSCJAG00000077184
ENSMUSG00000071014,ENSCJAG00000007852
ENSMUSG00000020566,ENSCJAG00000006660
ENSMUSG00000035441,ENSCJAG00000014516
ENSMUSG00000034686,ENSCJAG00000006764
ENSMUSG00000034675,ENSCJAG00000006729
ENSMUSG00000064563,ENSCJAG00000069776
ENSMUSG00000029790,ENSCJAG00000010737
ENSMUSG00000028207,ENSCJAG00000009122
ENSMUSG00000026572,ENSCJAG00000016812
ENSMUSG00000053411,ENSCJAG00000012537
ENSMUSG00000037447,ENSCJAG00000007759
ENSMUSG00000030946,ENSCJAG00000012614
ENSMUSG00000009471,ENSCJAG00000009258
ENSMUSG00000058975,ENSCJAG00000007290
ENSMUSG00000035413,ENSCJAG00000014550
ENSMUSG00000000489,ENSCJAG00000011366
ENSMUSG00000053184,ENSCJAG00000014561
ENSMUSG00000066197,ENSCJAG00000009595
ENSMUSG00000024620,ENSCJAG00000021070
ENSMUSG00000030956,ENSCJAG00000012593
ENSMUSG00000022421,ENSCJAG00000041862
ENSMUSG00000020704,ENSCJAG00000051816
ENSMUSG00000031585,ENSCJAG00000012399
ENSMUSG00000030322,ENSCJAG00000017293
ENSMUSG00000060036,ENSCJAG00000012574
ENSMUSG00000060036,ENSCJAG00000085777
ENSMUSG00000021203,ENSCJAG00000009667
ENSMUSG00000051855,ENSCJAG00000010760
ENSMUSG00000063652,ENSCJAG00000012972
ENSMUSG00000025810,ENSCJAG00000013753
ENSMUSG00000077734,ENSCJAG00000081614
ENSMUSG00000077734,ENSCJAG00000072219
ENSMUSG00000077734,ENSCJAG00000085002
ENSMUSG00002075255,ENSCJAG00000080900
ENSMUSG00002075255,ENSCJAG00000073313
ENSMUSG00002075255,ENSCJAG00000072506
ENSMUSG00000064884,ENSCJAG00000086344
ENSMUSG00000022415,ENSCJAG00000086031
ENSMUSG00000021493,ENSCJAG00000006678
ENSMUSG00000009731,ENSCJAG00000002523
ENSMUSG00000031586,ENSCJAG00000012366
ENSMUSG00000009185,ENSCJAG00000038352
ENSMUSG00000029461,ENSCJAG00000015915
ENSMUSG00000041645,ENSCJAG00000009683
ENSMUSG00000020334,ENSCJAG00000012966
ENSMUSG00000042672,ENSCJAG00000009273
ENSMUSG00000025279,ENSCJAG00000019760
ENSMUSG00000031154,ENSCJAG00000002507
ENSMUSG00000016481,ENSCJAG00000079270
ENSMUSG00000022414,ENSCJAG00000016297
ENSMUSG00000025278,ENSCJAG00000019764
ENSMUSG00000000730,ENSCJAG00000087076
ENSMUSG00000020388,ENSCJAG00000012942
ENSMUSG00000038736,ENSCJAG00000006407
ENSMUSG00000024621,ENSCJAG00000021077
ENSMUSG00000109293,ENSCJAG00000009296
ENSMUSG00000028042,ENSCJAG00000009307
ENSMUSG00000020701,ENSCJAG00000014632
ENSMUSG00000027359,ENSCJAG00000001504
ENSMUSG00000034544,ENSCJAG00000036696
ENSMUSG00000022338,ENSCJAG00000087121
ENSMUSG00000022338,ENSCJAG00000076126
ENSMUSG00000119381,ENSCJAG00000041283
ENSMUSG00000119381,ENSCJAG00000082278
ENSMUSG00000119381,ENSCJAG00000027941
ENSMUSG00000119381,ENSCJAG00000032102
ENSMUSG00000119381,ENSCJAG00000070405
ENSMUSG00000040848,ENSCJAG00000016838
ENSMUSG00000040848,ENSCJAG00000073749
ENSMUSG00000025153,ENSCJAG00000018059
ENSMUSG00000068742,ENSCJAG00000011551
ENSMUSG00000038725,ENSCJAG00000006282
ENSMUSG00000000732,ENSCJAG00000003576
ENSMUSG00000040843,ENSCJAG00000040736
ENSMUSG00000024622,ENSCJAG00000021088
ENSMUSG00000030960,ENSCJAG00000078355
ENSMUSG00000046794,ENSCJAG00000065392
ENSMUSG00000040836,ENSCJAG00000016889
ENSMUSG00000053329,ENSCJAG00000005560
ENSMUSG00000031527,ENSCJAG00000012129
ENSMUSG00000121606,ENSCJAG00000041692
ENSMUSG00000093806,ENSCJAG00000073238
ENSMUSG00000093806,ENSCJAG00000003880
ENSMUSG00000065603,ENSCJAG00000036291
ENSMUSG00000029370,ENSCJAG00000013949
ENSMUSG00000026307,ENSCJAG00000000471
ENSMUSG00000040046,ENSCJAG00000007283
ENSMUSG00000070056,ENSCJAG00000012125
ENSMUSG00000032834,ENSCJAG00000005570
ENSMUSG00000062949,ENSCJAG00000010095
ENSMUSG00000065501,ENSCJAG00000030095
ENSMUSG00000030323,ENSCJAG00000017213
ENSMUSG00000035711,ENSCJAG00000006649
ENSMUSG00000049922,ENSCJAG00000011547
ENSMUSG00000041669,ENSCJAG00000075672
ENSMUSG00000089125,ENSCJAG00000064928
ENSMUSG00000050271,ENSCJAG00000012108
ENSMUSG00000034320,ENSCJAG00000021099
ENSMUSG00000021494,ENSCJAG00000006595
ENSMUSG00000032394,ENSCJAG00000006940
ENSMUSG00000027221,ENSCJAG00000011537
ENSMUSG00000039633,ENSCJAG00000012070
ENSMUSG00000024575,ENSCJAG00000021102
ENSMUSG00000000374,ENSCJAG00000005608
ENSMUSG00000027220,ENSCJAG00000038216
ENSMUSG00000096753,ENSCJAG00000009639
ENSMUSG00000021200,ENSCJAG00000009646
ENSMUSG00000029371,ENSCJAG00000065339
ENSMUSG00000029372,ENSCJAG00000013918
ENSMUSG00000030954,ENSCJAG00000047270
ENSMUSG00000039620,ENSCJAG00000012066
ENSMUSG00000000194,ENSCJAG00000020376
ENSMUSG00000041609,ENSCJAG00000008974
ENSMUSG00000049515,ENSCJAG00000077549
ENSMUSG00000078173,ENSCJAG00000074218
ENSMUSG00000040774,ENSCJAG00000013188
ENSMUSG00000001211,ENSCJAG00000086643
ENSMUSG00000021495,ENSCJAG00000006553
ENSMUSG00000026571,ENSCJAG00000016904
ENSMUSG00000031523,ENSCJAG00000012014
ENSMUSG00000021868,ENSCJAG00000000973
ENSMUSG00000035919,ENSCJAG00000009008
ENSMUSG00000055538,ENSCJAG00000040780
ENSMUSG00000014504,ENSCJAG00000038676
ENSMUSG00000021866,ENSCJAG00000043070
ENSMUSG00000021866,ENSCJAG00000055667
ENSMUSG00000029373,ENSCJAG00000055104
ENSMUSG00000029379,ENSCJAG00000061765
ENSMUSG00000030965,ENSCJAG00000068604
ENSMUSG00000048416,ENSCJAG00000000352
ENSMUSG00000026308,ENSCJAG00000000459
ENSMUSG00000005873,ENSCJAG00000016517
ENSMUSG00000058569,ENSCJAG00000044100
ENSMUSG00000029089,ENSCJAG00000012915
ENSMUSG00000075028,ENSCJAG00000011508
ENSMUSG00000070081,ENSCJAG00000025659
ENSMUSG00000079583,ENSCJAG00000010089
ENSMUSG00000014503,ENSCJAG00000006165
ENSMUSG00000095304,ENSCJAG00000087361
ENSMUSG00000095304,ENSCJAG00000005520
ENSMUSG00000026616,ENSCJAG00000018263
ENSMUSG00000021504,ENSCJAG00000011183
ENSMUSG00000031391,ENSCJAG00000011023
ENSMUSG00000042642,ENSCJAG00000009320
ENSMUSG00000072676,ENSCJAG00000039784
ENSMUSG00000072676,ENSCJAG00000071422
ENSMUSG00000072676,ENSCJAG00000078491
ENSMUSG00000072676,ENSCJAG00000077470
ENSMUSG00000020698,ENSCJAG00000014646
ENSMUSG00000008318,ENSCJAG00000015934
ENSMUSG00000029380,ENSCJAG00000061765
ENSMUSG00000048502,ENSCJAG00000083749
ENSMUSG00000021501,ENSCJAG00000005675
ENSMUSG00000058427,ENSCJAG00000061765
ENSMUSG00000045767,ENSCJAG00000005779
ENSMUSG00000021497,ENSCJAG00000047658
ENSMUSG00000053141,ENSCJAG00000017913
ENSMUSG00000038056,ENSCJAG00000019672
ENSMUSG00000021496,ENSCJAG00000038461
ENSMUSG00000021496,ENSCJAG00000005793
ENSMUSG00002075838,ENSCJAG00000074103
ENSMUSG00000036501,ENSCJAG00000006206
ENSMUSG00000028044,ENSCJAG00000009331
ENSMUSG00000046010,ENSCJAG00000058086
ENSMUSG00000048445,ENSCJAG00000018041
ENSMUSG00000021870,ENSCJAG00000019871
ENSMUSG00000042043,ENSCJAG00000019848
ENSMUSG00000042043,ENSCJAG00000016933
ENSMUSG00000042043,ENSCJAG00000043771
ENSMUSG00000022340,ENSCJAG00000006204
ENSMUSG00000027774,ENSCJAG00000000363
ENSMUSG00000026568,ENSCJAG00000016985
ENSMUSG00000021685,ENSCJAG00000071567
ENSMUSG00000039539,ENSCJAG00000011991
ENSMUSG00000021671,ENSCJAG00000017148
ENSMUSG00000018906,ENSCJAG00000012936
ENSMUSG00000047443,ENSCJAG00000000456
ENSMUSG00000025044,ENSCJAG00000011905
ENSMUSG00000047557,ENSCJAG00000000386
ENSMUSG00000010453,ENSCJAG00000007688
ENSMUSG00000049404,ENSCJAG00000000389
ENSMUSG00000012282,ENSCJAG00000006245
ENSMUSG00000074182,ENSCJAG00000007041
ENSMUSG00000035984,ENSCJAG00000006262
ENSMUSG00000025607,ENSCJAG00000016441
ENSMUSG00000047117,ENSCJAG00000017129
ENSMUSG00000040017,ENSCJAG00000007213
ENSMUSG00000005054,ENSCJAG00000080268
ENSMUSG00000005054,ENSCJAG00000072810
ENSMUSG00000005054,ENSCJAG00000070329
ENSMUSG00000005054,ENSCJAG00000082521
ENSMUSG00000005054,ENSCJAG00000080197
ENSMUSG00000005054,ENSCJAG00000071745
ENSMUSG00000005054,ENSCJAG00000076666
ENSMUSG00000031603,ENSCJAG00000076090
ENSMUSG00000030967,ENSCJAG00000012573
ENSMUSG00000032788,ENSCJAG00000043205
ENSMUSG00000039478,ENSCJAG00000011856
ENSMUSG00000003778,ENSCJAG00000006280
ENSMUSG00000031389,ENSCJAG00000011008
ENSMUSG00000005442,ENSCJAG00000012847
ENSMUSG00000032763,ENSCJAG00000002096
ENSMUSG00000069922,ENSCJAG00000016564
ENSMUSG00000021668,ENSCJAG00000017052
ENSMUSG00000022339,ENSCJAG00000006248
ENSMUSG00000032392,ENSCJAG00000006929
ENSMUSG00000068735,ENSCJAG00000011462
ENSMUSG00000027775,ENSCJAG00000000395
ENSMUSG00000022557,ENSCJAG00000021437
ENSMUSG00000037432,ENSCJAG00000007780
ENSMUSG00000118734,ENSCJAG00000074592
ENSMUSG00000042254,ENSCJAG00000047691
ENSMUSG00000030324,ENSCJAG00000017195
ENSMUSG00000028195,ENSCJAG00000012726
ENSMUSG00000034161,ENSCJAG00000021441
ENSMUSG00000022556,ENSCJAG00000021431
ENSMUSG00000031963,ENSCJAG00000012015
ENSMUSG00000016921,ENSCJAG00000067472
ENSMUSG00000018916,ENSCJAG00000012924
ENSMUSG00000029376,ENSCJAG00000013883
ENSMUSG00000031600,ENSCJAG00000011769
ENSMUSG00000077239,ENSCJAG00000055919
ENSMUSG00000077239,ENSCJAG00000029251
ENSMUSG00000039032,ENSCJAG00000087350
ENSMUSG00000050821,ENSCJAG00000046825
ENSMUSG00000026309,ENSCJAG00000000443
ENSMUSG00000046593,ENSCJAG00000041764
ENSMUSG00000018914,ENSCJAG00000012921
ENSMUSG00000042279,ENSCJAG00000017209
ENSMUSG00000042279,ENSCJAG00000087235
ENSMUSG00000028411,ENSCJAG00000007940
ENSMUSG00000055632,ENSCJAG00000020578
ENSMUSG00000035020,ENSCJAG00000013872
ENSMUSG00000020928,ENSCJAG00000039133
ENSMUSG00000032571,ENSCJAG00000003293
ENSMUSG00000029377,ENSCJAG00000079559
ENSMUSG00000020929,ENSCJAG00000012349
ENSMUSG00000028933,ENSCJAG00000032080
ENSMUSG00000035629,ENSCJAG00000016456
ENSMUSG00000029378,ENSCJAG00000013848
ENSMUSG00000030123,ENSCJAG00000005429
ENSMUSG00000051777,ENSCJAG00000000412
ENSMUSG00000119278,ENSCJAG00000073096
ENSMUSG00000082361,ENSCJAG00000060942
ENSMUSG00000028194,ENSCJAG00000040455
ENSMUSG00000034981,ENSCJAG00000019977
ENSMUSG00000062181,ENSCJAG00000016564
ENSMUSG00000029088,ENSCJAG00000012939
ENSMUSG00000051279,ENSCJAG00000073278
ENSMUSG00000028191,ENSCJAG00000052966
ENSMUSG00000067071,ENSCJAG00000000434
ENSMUSG00000059482,ENSCJAG00000047965
ENSMUSG00000056260,ENSCJAG00000013162
ENSMUSG00000001143,ENSCJAG00000007901
ENSMUSG00000028410,ENSCJAG00000063697
ENSMUSG00000028410,ENSCJAG00000008022
ENSMUSG00000027217,ENSCJAG00000011479
ENSMUSG00000030963,ENSCJAG00000009544
ENSMUSG00000030126,ENSCJAG00000078317
ENSMUSG00000030126,ENSCJAG00000017178
ENSMUSG00000036873,ENSCJAG00000063173
ENSMUSG00000036873,ENSCJAG00000007022
ENSMUSG00000003779,ENSCJAG00000006393
ENSMUSG00000060560,ENSCJAG00000016544
ENSMUSG00000022555,ENSCJAG00000021408
ENSMUSG00000040747,ENSCJAG00000046967
ENSMUSG00000032714,ENSCJAG00000002073
ENSMUSG00000015357,ENSCJAG00000006870
ENSMUSG00000039431,ENSCJAG00000075923
ENSMUSG00000039431,ENSCJAG00000011725
ENSMUSG00000035576,ENSCJAG00000003964
ENSMUSG00000055866,ENSCJAG00000000428
ENSMUSG00000036863,ENSCJAG00000007003
ENSMUSG00000056367,ENSCJAG00000019650
ENSMUSG00000005355,ENSCJAG00000004476
ENSMUSG00000043020,ENSCJAG00000006895
ENSMUSG00000028409,ENSCJAG00000007863
ENSMUSG00000025609,ENSCJAG00000016384
ENSMUSG00000043659,ENSCJAG00000012118
ENSMUSG00000022559,ENSCJAG00000042759
ENSMUSG00000030968,ENSCJAG00000009504
ENSMUSG00000065937,ENSCJAG00000033819
ENSMUSG00000042626,ENSCJAG00000009236
ENSMUSG00000076441,ENSCJAG00000020554
ENSMUSG00000034292,ENSCJAG00000000419
ENSMUSG00000078442,ENSCJAG00000004489
ENSMUSG00000024334,ENSCJAG00000021571
ENSMUSG00000005447,ENSCJAG00000012900
ENSMUSG00000041837,ENSCJAG00000045698
ENSMUSG00000022560,ENSCJAG00000043941
ENSMUSG00000022560,ENSCJAG00000011543
ENSMUSG00000028413,ENSCJAG00000041955
ENSMUSG00000005357,ENSCJAG00000004498
ENSMUSG00000021669,ENSCJAG00000017020
ENSMUSG00000024370,ENSCJAG00000006418
ENSMUSG00000029090,ENSCJAG00000012977
ENSMUSG00000022550,ENSCJAG00000021412
ENSMUSG00000086228,ENSCJAG00000035221
ENSMUSG00000024335,ENSCJAG00000022997
ENSMUSG00000024335,ENSCJAG00000021566
ENSMUSG00000071937,ENSCJAG00000014805
ENSMUSG00000046282,ENSCJAG00000014805
ENSMUSG00000021670,ENSCJAG00000016954
ENSMUSG00000017868,ENSCJAG00000017869
ENSMUSG00000026311,ENSCJAG00000000414
ENSMUSG00000054033,ENSCJAG00000014805
ENSMUSG00000054978,ENSCJAG00000023428
ENSMUSG00000041696,ENSCJAG00000080082
ENSMUSG00000031885,ENSCJAG00000046152
ENSMUSG00000051190,ENSCJAG00000046592
ENSMUSG00000058741,ENSCJAG00000012914
ENSMUSG00000028415,ENSCJAG00000008067
ENSMUSG00000062873,ENSCJAG00000004537
ENSMUSG00000032875,ENSCJAG00000015946
ENSMUSG00000025608,ENSCJAG00000016372
ENSMUSG00000094673,ENSCJAG00000054592
ENSMUSG00000053862,ENSCJAG00000006852
ENSMUSG00000028416,ENSCJAG00000008074
ENSMUSG00000059183,ENSCJAG00000006848
ENSMUSG00000094080,ENSCJAG00000054592
ENSMUSG00000042774,ENSCJAG00000004537
ENSMUSG00000046493,ENSCJAG00000054592
ENSMUSG00000119176,ENSCJAG00000078063
ENSMUSG00000007805,ENSCJAG00000023006
ENSMUSG00000029765,ENSCJAG00000000260
ENSMUSG00000043719,ENSCJAG00000003330
ENSMUSG00000026567,ENSCJAG00000016999
ENSMUSG00000022801,ENSCJAG00000016506
ENSMUSG00000020930,ENSCJAG00000047692
ENSMUSG00000064857,ENSCJAG00000073547
ENSMUSG00000038773,ENSCJAG00000006510
ENSMUSG00000017858,ENSCJAG00000017838
ENSMUSG00000028419,ENSCJAG00000008104
ENSMUSG00000075510,ENSCJAG00000062458
ENSMUSG00000109561,ENSCJAG00000016943
ENSMUSG00000029167,ENSCJAG00000013024
ENSMUSG00000020932,ENSCJAG00000012563
ENSMUSG00000028423,ENSCJAG00000008142
ENSMUSG00000031596,ENSCJAG00000011665
ENSMUSG00000091387,ENSCJAG00000016941
ENSMUSG00000052151,ENSCJAG00000079961
ENSMUSG00000052151,ENSCJAG00000014560
ENSMUSG00000048779,ENSCJAG00000022091
ENSMUSG00000026843,ENSCJAG00000020542
ENSMUSG00000034022,ENSCJAG00000021421
ENSMUSG00000024104,ENSCJAG00000013387
ENSMUSG00000027777,ENSCJAG00000000416
ENSMUSG00000043843,ENSCJAG00000012919
ENSMUSG00000051378,ENSCJAG00000012595
ENSMUSG00000043067,ENSCJAG00000012150
ENSMUSG00000025280,ENSCJAG00000001015
ENSMUSG00000020156,ENSCJAG00000005556
ENSMUSG00000045532,ENSCJAG00000012638
ENSMUSG00000020935,ENSCJAG00000048133
ENSMUSG00000045039,ENSCJAG00000012930
ENSMUSG00000038555,ENSCJAG00000006743
ENSMUSG00000029169,ENSCJAG00000013069
ENSMUSG00000020696,ENSCJAG00000014721
ENSMUSG00000038418,ENSCJAG00000064846
ENSMUSG00000021639,ENSCJAG00000016246
ENSMUSG00000023460,ENSCJAG00000015468
ENSMUSG00000024360,ENSCJAG00000006776
ENSMUSG00000031390,ENSCJAG00000011022
ENSMUSG00000071984,ENSCJAG00000011622
ENSMUSG00000024805,ENSCJAG00000011001
ENSMUSG00000031388,ENSCJAG00000014506
ENSMUSG00000079466,ENSCJAG00000081665
ENSMUSG00000089239,ENSCJAG00000059297
ENSMUSG00000065904,ENSCJAG00000059505
ENSMUSG00000025290,ENSCJAG00000070346
ENSMUSG00000085576,ENSCJAG00000012198
ENSMUSG00000047824,ENSCJAG00000040555
ENSMUSG00000031595,ENSCJAG00000011634
ENSMUSG00000017861,ENSCJAG00000017819
ENSMUSG00000063651,ENSCJAG00000012952
ENSMUSG00000028427,ENSCJAG00000008175
ENSMUSG00000031889,ENSCJAG00000016510
ENSMUSG00000030970,ENSCJAG00000012539
ENSMUSG00000032492,ENSCJAG00000002254
ENSMUSG00000028435,ENSCJAG00000048002
ENSMUSG00000044033,ENSCJAG00000032110
ENSMUSG00000042613,ENSCJAG00000009346
ENSMUSG00000004730,ENSCJAG00000016187
ENSMUSG00000063354,ENSCJAG00000021420
ENSMUSG00000020153,ENSCJAG00000070276
ENSMUSG00000020153,ENSCJAG00000005587
ENSMUSG00000045205,ENSCJAG00000000034
ENSMUSG00002076109,ENSCJAG00000069624
ENSMUSG00000006288,ENSCJAG00000009975
ENSMUSG00000027952,ENSCJAG00000045283
ENSMUSG00000026566,ENSCJAG00000017016
ENSMUSG00000032388,ENSCJAG00000005282
ENSMUSG00000032388,ENSCJAG00000079221
ENSMUSG00000020150,ENSCJAG00000005596
ENSMUSG00000021638,ENSCJAG00000016225
ENSMUSG00000022948,ENSCJAG00000002805
ENSMUSG00000069920,ENSCJAG00000041278
ENSMUSG00000071470,ENSCJAG00000009967
ENSMUSG00000000794,ENSCJAG00000009390
ENSMUSG00000031887,ENSCJAG00000016502
ENSMUSG00000039230,ENSCJAG00000017857
ENSMUSG00000036023,ENSCJAG00000009885
ENSMUSG00002075892,ENSCJAG00000075273
ENSMUSG00000072941,ENSCJAG00000013121
ENSMUSG00000045790,ENSCJAG00000013127
ENSMUSG00002076963,ENSCJAG00000082353
ENSMUSG00000011008,ENSCJAG00000006843
ENSMUSG00000041180,ENSCJAG00000010937
ENSMUSG00000074607,ENSCJAG00000017806
ENSMUSG00000033313,ENSCJAG00000016495
ENSMUSG00000053768,ENSCJAG00000022672
ENSMUSG00000053768,ENSCJAG00000035792
ENSMUSG00000039252,ENSCJAG00000042679
ENSMUSG00000071275,ENSCJAG00000022458
ENSMUSG00000045636,ENSCJAG00000011583
ENSMUSG00000039356,ENSCJAG00000020537
ENSMUSG00000066510,ENSCJAG00000031989
ENSMUSG00000026313,ENSCJAG00000009423
ENSMUSG00000031387,ENSCJAG00000014500
ENSMUSG00000021636,ENSCJAG00000016202
ENSMUSG00000028430,ENSCJAG00000008222
ENSMUSG00000031965,ENSCJAG00000012232
ENSMUSG00000006281,ENSCJAG00000009781
ENSMUSG00000004187,ENSCJAG00000021392
ENSMUSG00000030691,ENSCJAG00000014990
ENSMUSG00000061576,ENSCJAG00000000167
ENSMUSG00000017817,ENSCJAG00000017802
ENSMUSG00000051483,ENSCJAG00000038083
ENSMUSG00000035399,ENSCJAG00000017794
ENSMUSG00000082815,ENSCJAG00000038083
ENSMUSG00000041565,ENSCJAG00000015716
ENSMUSG00000022947,ENSCJAG00000081554
ENSMUSG00000065678,ENSCJAG00000070084
ENSMUSG00000021635,ENSCJAG00000016163
ENSMUSG00000018841,ENSCJAG00000014732
ENSMUSG00000050721,ENSCJAG00000040691
ENSMUSG00000022946,ENSCJAG00000002725
ENSMUSG00000042272,ENSCJAG00000021532
ENSMUSG00000059741,ENSCJAG00000043990
ENSMUSG00000029763,ENSCJAG00000012082
ENSMUSG00000033837,ENSCJAG00000021407
ENSMUSG00000033819,ENSCJAG00000021405
ENSMUSG00000071256,ENSCJAG00000015554
ENSMUSG00000040723,ENSCJAG00000017035
ENSMUSG00000036832,ENSCJAG00000039205
ENSMUSG00000062012,ENSCJAG00000047263
ENSMUSG00000088218,ENSCJAG00000063609
ENSMUSG00000088218,ENSCJAG00000074238
ENSMUSG00000036825,ENSCJAG00000007456
ENSMUSG00000027215,ENSCJAG00000011453
ENSMUSG00000036241,ENSCJAG00000063287
ENSMUSG00000023902,ENSCJAG00000015532
ENSMUSG00000026260,ENSCJAG00000019091
ENSMUSG00000046605,ENSCJAG00000017835
ENSMUSG00002076291,ENSCJAG00000070403
ENSMUSG00000040728,ENSCJAG00000000043
ENSMUSG00000047257,ENSCJAG00000002232
ENSMUSG00000048924,ENSCJAG00000016122
ENSMUSG00000022546,ENSCJAG00000021404
