human_gene,macaque_gene
ENSG00000241595,ENSMFAG00000062021
ENSG00000129993,ENSMFAG00000003781
ENSG00000212658,ENSMFAG00000057334
ENSG00000035499,ENSMFAG00000032556
ENSG00000175175,ENSMFAG00000034316
ENSG00000200560,ENSMFAG00000059531
ENSG00000213218,ENSMFAG00000034224
ENSG00000213218,ENSMFAG00000060708
ENSG00000145029,ENSMFAG00000044679
ENSG00000147160,ENSMFAG00000003948
ENSG00000069509,ENSMFAG00000043582
ENSG00000188766,ENSMFAG00000031637
ENSG00000100083,ENSMFAG00000044315
ENSG00000169946,ENSMFAG00000045726
ENSG00000163528,ENSMFAG00000065147
ENSG00000163528,ENSMFAG00000044351
ENSG00000197724,ENSMFAG00000001396
ENSG00000102038,ENSMFAG00000002117
ENSG00000201371,ENSMFAG00000012055
ENSG00000212382,ENSMFAG00000057859
ENSG00000207266,ENSMFAG00000008049
ENSG00000127554,ENSMFAG00000039787
ENSG00000111700,ENSMFAG00000037163
ENSG00000105219,ENSMFAG00000044483
ENSG00000140153,ENSMFAG00000028407
ENSG00000178057,ENSMFAG00000046307
ENSG00000222767,ENSMFAG00000009693
ENSG00000167600,ENSMFAG00000044440
ENSG00000252311,ENSMFAG00000005832
ENSG00000127184,ENSMFAG00000035190
ENSG00000079459,ENSMFAG00000003248
ENSG00000169246,ENSMFAG00000034521
ENSG00000159692,ENSMFAG00000000176
ENSG00000116260,ENSMFAG00000039984
ENSG00000170345,ENSMFAG00000014606
ENSG00000113905,ENSMFAG00000032718
ENSG00000212659,ENSMFAG00000055231
ENSG00000212659,ENSMFAG00000058858
ENSG00000212659,ENSMFAG00000062021
ENSG00000112984,ENSMFAG00000039764
ENSG00000180386,ENSMFAG00000055231
ENSG00000180386,ENSMFAG00000058858
ENSG00000180386,ENSMFAG00000062021
ENSG00000201075,ENSMFAG00000059459
ENSG00000207639,ENSMFAG00000005584
ENSG00000199130,ENSMFAG00000009339
ENSG00000227500,ENSMFAG00000047177
ENSG00000277029,ENSMFAG00000063386
ENSG00000277029,ENSMFAG00000057418
ENSG00000277029,ENSMFAG00000054535
ENSG00000277029,ENSMFAG00000051373
ENSG00000277029,ENSMFAG00000056637
ENSG00000277029,ENSMFAG00000060680
ENSG00000139767,ENSMFAG00000041271
ENSG00000119681,ENSMFAG00000039527
ENSG00000167004,ENSMFAG00000001972
ENSG00000136488,ENSMFAG00000034224
ENSG00000136488,ENSMFAG00000060708
ENSG00000137752,ENSMFAG00000001158
ENSG00000259303,ENSMFAG00000050822
ENSG00000259303,ENSMFAG00000056747
ENSG00000150048,ENSMFAG00000053761
ENSG00000101194,ENSMFAG00000044450
ENSG00000148343,ENSMFAG00000034348
ENSG00000109101,ENSMFAG00000041725
ENSG00000163946,ENSMFAG00000002108
ENSG00000048462,ENSMFAG00000006954
ENSG00000130035,ENSMFAG00000036964
ENSG00000136237,ENSMFAG00000002425
ENSG00000158486,ENSMFAG00000041674
ENSG00000201239,ENSMFAG00000012836
ENSG00000141564,ENSMFAG00000000138
ENSG00000089327,ENSMFAG00000044836
ENSG00000089041,ENSMFAG00000032645
ENSG00000137642,ENSMFAG00000031352
ENSG00000197576,ENSMFAG00000038265
ENSG00000088320,ENSMFAG00000042556
ENSG00000101489,ENSMFAG00000042983
ENSG00000170615,ENSMFAG00000002624
ENSG00000179454,ENSMFAG00000033166
ENSG00000114853,ENSMFAG00000058230
ENSG00000213347,ENSMFAG00000033170
ENSG00000207173,ENSMFAG00000035112
ENSG00000254206,ENSMFAG00000034521
ENSG00000101452,ENSMFAG00000031593
ENSG00000238482,ENSMFAG00000051974
ENSG00000100605,ENSMFAG00000040735
ENSG00000251692,ENSMFAG00000031460
ENSG00000113790,ENSMFAG00000064074
ENSG00000180185,ENSMFAG00000037024
ENSG00000215148,ENSMFAG00000041310
ENSG00000181847,ENSMFAG00000053321
ENSG00000151006,ENSMFAG00000002496
ENSG00000106991,ENSMFAG00000034473
ENSG00000205022,ENSMFAG00000002924
ENSG00000151923,ENSMFAG00000002789
ENSG00000173702,ENSMFAG00000038825
ENSG00000158748,ENSMFAG00000032215
ENSG00000020633,ENSMFAG00000031725
ENSG00000138613,ENSMFAG00000050606
ENSG00000202300,ENSMFAG00000033492
ENSG00000005381,ENSMFAG00000030407
ENSG00000181019,ENSMFAG00000002412
ENSG00000273768,ENSMFAG00000050120
ENSG00000274408,ENSMFAG00000064199
ENSG00000163885,ENSMFAG00000042548
ENSG00000005379,ENSMFAG00000032128
ENSG00000159388,ENSMFAG00000025652
ENSG00000116254,ENSMFAG00000033993
ENSG00000140519,ENSMFAG00000003348
ENSG00000068796,ENSMFAG00000001362
ENSG00000012983,ENSMFAG00000001082
ENSG00000004399,ENSMFAG00000000589
ENSG00000166546,ENSMFAG00000031444
ENSG00000138160,ENSMFAG00000036607
ENSG00000198959,ENSMFAG00000042017
ENSG00000175318,ENSMFAG00000034562
ENSG00000061273,ENSMFAG00000044177
ENSG00000224578,ENSMFAG00000043804
ENSG00000196497,ENSMFAG00000000743
ENSG00000207607,ENSMFAG00000010731
ENSG00000184056,ENSMFAG00000033165
ENSG00000149243,ENSMFAG00000031078
ENSG00000178104,ENSMFAG00000047720
ENSG00000284353,ENSMFAG00000015527
ENSG00000264399,ENSMFAG00000004326
ENSG00000213246,ENSMFAG00000003856
ENSG00000170525,ENSMFAG00000035497
ENSG00000168004,ENSMFAG00000039225
ENSG00000130684,ENSMFAG00000031149
ENSG00000130684,ENSMFAG00000056900
ENSG00000130684,ENSMFAG00000056555
ENSG00000130684,ENSMFAG00000061895
ENSG00000163884,ENSMFAG00000002550
ENSG00000007952,ENSMFAG00000043343
ENSG00000185614,ENSMFAG00000036646
ENSG00000197584,ENSMFAG00000037847
ENSG00000100206,ENSMFAG00000045466
ENSG00000162139,ENSMFAG00000034589
ENSG00000091592,ENSMFAG00000059959
ENSG00000125868,ENSMFAG00000001053
ENSG00000180914,ENSMFAG00000037530
ENSG00000172818,ENSMFAG00000056656
ENSG00000149295,ENSMFAG00000043416
ENSG00000179021,ENSMFAG00000045545
ENSG00000203896,ENSMFAG00000038089
ENSG00000144741,ENSMFAG00000000714
ENSG00000167461,ENSMFAG00000035674
ENSG00000170965,ENSMFAG00000051206
ENSG00000109756,ENSMFAG00000043639
ENSG00000101290,ENSMFAG00000000273
ENSG00000101558,ENSMFAG00000041702
ENSG00000110172,ENSMFAG00000035565
ENSG00000230268,ENSMFAG00000049256
ENSG00000213265,ENSMFAG00000043607
ENSG00000266265,ENSMFAG00000053753
ENSG00000039600,ENSMFAG00000029536
ENSG00000183166,ENSMFAG00000032381
ENSG00000157514,ENSMFAG00000045786
ENSG00000178460,ENSMFAG00000046262
ENSG00000242372,ENSMFAG00000031657
ENSG00000008226,ENSMFAG00000043783
ENSG00000200059,ENSMFAG00000013081
ENSG00000206630,ENSMFAG00000063973
ENSG00000117152,ENSMFAG00000048267
ENSG00000007264,ENSMFAG00000030470
ENSG00000100095,ENSMFAG00000035056
ENSG00000141646,ENSMFAG00000037003
ENSG00000185742,ENSMFAG00000040157
ENSG00000205678,ENSMFAG00000038646
ENSG00000182685,ENSMFAG00000039405
ENSG00000172425,ENSMFAG00000031481
ENSG00000172575,ENSMFAG00000030248
ENSG00000184207,ENSMFAG00000045182
ENSG00000157211,ENSMFAG00000030597
ENSG00000165259,ENSMFAG00000003281
ENSG00000167968,ENSMFAG00000032371
ENSG00000126500,ENSMFAG00000025476
ENSG00000143552,ENSMFAG00000036694
ENSG00000187049,ENSMFAG00000043498
ENSG00000110047,ENSMFAG00000032608
ENSG00000106479,ENSMFAG00000045923
ENSG00000141429,ENSMFAG00000002844
ENSG00000156162,ENSMFAG00000001092
ENSG00000127377,ENSMFAG00000049054
ENSG00000205937,ENSMFAG00000044121
ENSG00000205937,ENSMFAG00000042142
ENSG00000198183,ENSMFAG00000041209
ENSG00000241959,ENSMFAG00000008307
ENSG00000212303,ENSMFAG00000008212
ENSG00000164707,ENSMFAG00000000951
ENSG00000121236,ENSMFAG00000045179
ENSG00000225526,ENSMFAG00000031892
ENSG00000113889,ENSMFAG00000041180
ENSG00000187017,ENSMFAG00000039134
ENSG00000198090,ENSMFAG00000002460
ENSG00000266826,ENSMFAG00000052575
ENSG00000170464,ENSMFAG00000033878
ENSG00000212722,ENSMFAG00000028572
ENSG00000214518,ENSMFAG00000051497
ENSG00000198954,ENSMFAG00000044367
ENSG00000186393,ENSMFAG00000001350
ENSG00000110887,ENSMFAG00000000854
ENSG00000008324,ENSMFAG00000047385
ENSG00000138668,ENSMFAG00000031674
ENSG00000090512,ENSMFAG00000045631
ENSG00000198216,ENSMFAG00000039476
ENSG00000165695,ENSMFAG00000032283
ENSG00000171858,ENSMFAG00000002515
ENSG00000109943,ENSMFAG00000039012
ENSG00000078061,ENSMFAG00000031035
ENSG00000189320,ENSMFAG00000060779
ENSG00000165672,ENSMFAG00000039826
ENSG00000275616,ENSMFAG00000053257
ENSG00000275616,ENSMFAG00000063277
ENSG00000275616,ENSMFAG00000054200
ENSG00000275616,ENSMFAG00000053173
ENSG00000275616,ENSMFAG00000062989
ENSG00000275616,ENSMFAG00000050106
ENSG00000275616,ENSMFAG00000062766
ENSG00000275616,ENSMFAG00000065392
ENSG00000275616,ENSMFAG00000048542
ENSG00000275616,ENSMFAG00000058130
ENSG00000275616,ENSMFAG00000060633
ENSG00000275616,ENSMFAG00000057462
ENSG00000275616,ENSMFAG00000064884
ENSG00000275616,ENSMFAG00000054509
ENSG00000275616,ENSMFAG00000065077
ENSG00000275616,ENSMFAG00000063721
ENSG00000275616,ENSMFAG00000050629
ENSG00000275616,ENSMFAG00000063444
ENSG00000275616,ENSMFAG00000064702
ENSG00000275616,ENSMFAG00000049308
ENSG00000275616,ENSMFAG00000064638
ENSG00000275616,ENSMFAG00000065081
ENSG00000275616,ENSMFAG00000059033
ENSG00000275616,ENSMFAG00000056955
ENSG00000275616,ENSMFAG00000053686
ENSG00000275616,ENSMFAG00000065555
ENSG00000273709,ENSMFAG00000053257
ENSG00000273709,ENSMFAG00000063277
ENSG00000273709,ENSMFAG00000054200
ENSG00000273709,ENSMFAG00000053173
ENSG00000273709,ENSMFAG00000062989
ENSG00000273709,ENSMFAG00000050106
ENSG00000273709,ENSMFAG00000062766
ENSG00000273709,ENSMFAG00000065392
ENSG00000273709,ENSMFAG00000048542
ENSG00000273709,ENSMFAG00000058130
ENSG00000273709,ENSMFAG00000060633
ENSG00000273709,ENSMFAG00000057462
ENSG00000273709,ENSMFAG00000064884
ENSG00000273709,ENSMFAG00000054509
ENSG00000273709,ENSMFAG00000065077
ENSG00000273709,ENSMFAG00000063721
ENSG00000273709,ENSMFAG00000050629
ENSG00000273709,ENSMFAG00000063444
ENSG00000273709,ENSMFAG00000064702
ENSG00000273709,ENSMFAG00000049308
ENSG00000273709,ENSMFAG00000064638
ENSG00000273709,ENSMFAG00000065081
ENSG00000273709,ENSMFAG00000059033
ENSG00000273709,ENSMFAG00000056955
ENSG00000273709,ENSMFAG00000053686
ENSG00000273709,ENSMFAG00000065555
ENSG00000274432,ENSMFAG00000053257
ENSG00000274432,ENSMFAG00000063277
ENSG00000274432,ENSMFAG00000054200
ENSG00000274432,ENSMFAG00000053173
ENSG00000274432,ENSMFAG00000062989
ENSG00000274432,ENSMFAG00000050106
ENSG00000274432,ENSMFAG00000062766
ENSG00000274432,ENSMFAG00000065392
ENSG00000274432,ENSMFAG00000048542
ENSG00000274432,ENSMFAG00000058130
ENSG00000274432,ENSMFAG00000060633
ENSG00000274432,ENSMFAG00000057462
ENSG00000274432,ENSMFAG00000064884
ENSG00000274432,ENSMFAG00000054509
ENSG00000274432,ENSMFAG00000065077
ENSG00000274432,ENSMFAG00000063721
ENSG00000274432,ENSMFAG00000050629
ENSG00000274432,ENSMFAG00000063444
ENSG00000274432,ENSMFAG00000064702
ENSG00000274432,ENSMFAG00000049308
ENSG00000274432,ENSMFAG00000064638
ENSG00000274432,ENSMFAG00000065081
ENSG00000274432,ENSMFAG00000059033
ENSG00000274432,ENSMFAG00000056955
ENSG00000274432,ENSMFAG00000053686
ENSG00000274432,ENSMFAG00000065555
ENSG00000278048,ENSMFAG00000053257
ENSG00000278048,ENSMFAG00000063277
ENSG00000278048,ENSMFAG00000054200
ENSG00000278048,ENSMFAG00000053173
ENSG00000278048,ENSMFAG00000062989
ENSG00000278048,ENSMFAG00000050106
ENSG00000278048,ENSMFAG00000062766
ENSG00000278048,ENSMFAG00000065392
ENSG00000278048,ENSMFAG00000048542
ENSG00000278048,ENSMFAG00000058130
ENSG00000278048,ENSMFAG00000060633
ENSG00000278048,ENSMFAG00000057462
ENSG00000278048,ENSMFAG00000064884
ENSG00000278048,ENSMFAG00000054509
ENSG00000278048,ENSMFAG00000065077
ENSG00000278048,ENSMFAG00000063721
ENSG00000278048,ENSMFAG00000050629
ENSG00000278048,ENSMFAG00000063444
ENSG00000278048,ENSMFAG00000064702
ENSG00000278048,ENSMFAG00000049308
ENSG00000278048,ENSMFAG00000064638
ENSG00000278048,ENSMFAG00000065081
ENSG00000278048,ENSMFAG00000059033
ENSG00000278048,ENSMFAG00000056955
ENSG00000278048,ENSMFAG00000053686
ENSG00000278048,ENSMFAG00000065555
ENSG00000276596,ENSMFAG00000053257
ENSG00000276596,ENSMFAG00000063277
ENSG00000276596,ENSMFAG00000054200
ENSG00000276596,ENSMFAG00000053173
ENSG00000276596,ENSMFAG00000062989
ENSG00000276596,ENSMFAG00000050106
ENSG00000276596,ENSMFAG00000062766
ENSG00000276596,ENSMFAG00000065392
ENSG00000276596,ENSMFAG00000048542
ENSG00000276596,ENSMFAG00000058130
ENSG00000276596,ENSMFAG00000060633
ENSG00000276596,ENSMFAG00000057462
ENSG00000276596,ENSMFAG00000064884
ENSG00000276596,ENSMFAG00000054509
ENSG00000276596,ENSMFAG00000065077
ENSG00000276596,ENSMFAG00000063721
ENSG00000276596,ENSMFAG00000050629
ENSG00000276596,ENSMFAG00000063444
ENSG00000276596,ENSMFAG00000064702
ENSG00000276596,ENSMFAG00000049308
ENSG00000276596,ENSMFAG00000064638
ENSG00000276596,ENSMFAG00000065081
ENSG00000276596,ENSMFAG00000059033
ENSG00000276596,ENSMFAG00000056955
ENSG00000276596,ENSMFAG00000053686
ENSG00000276596,ENSMFAG00000065555
ENSG00000199700,ENSMFAG00000063156
ENSG00000277903,ENSMFAG00000053257
ENSG00000277903,ENSMFAG00000063277
ENSG00000277903,ENSMFAG00000054200
ENSG00000277903,ENSMFAG00000053173
ENSG00000277903,ENSMFAG00000062989
ENSG00000277903,ENSMFAG00000050106
ENSG00000277903,ENSMFAG00000062766
ENSG00000277903,ENSMFAG00000065392
ENSG00000277903,ENSMFAG00000048542
ENSG00000277903,ENSMFAG00000058130
ENSG00000277903,ENSMFAG00000060633
ENSG00000277903,ENSMFAG00000057462
ENSG00000277903,ENSMFAG00000064884
ENSG00000277903,ENSMFAG00000054509
ENSG00000277903,ENSMFAG00000065077
ENSG00000277903,ENSMFAG00000063721
ENSG00000277903,ENSMFAG00000050629
ENSG00000277903,ENSMFAG00000063444
ENSG00000277903,ENSMFAG00000064702
ENSG00000277903,ENSMFAG00000049308
ENSG00000277903,ENSMFAG00000064638
ENSG00000277903,ENSMFAG00000065081
ENSG00000277903,ENSMFAG00000059033
ENSG00000277903,ENSMFAG00000056955
ENSG00000277903,ENSMFAG00000053686
ENSG00000277903,ENSMFAG00000065555
ENSG00000171617,ENSMFAG00000030568
ENSG00000278774,ENSMFAG00000053257
ENSG00000278774,ENSMFAG00000063277
ENSG00000278774,ENSMFAG00000054200
ENSG00000278774,ENSMFAG00000053173
ENSG00000278774,ENSMFAG00000062989
ENSG00000278774,ENSMFAG00000050106
ENSG00000278774,ENSMFAG00000062766
ENSG00000278774,ENSMFAG00000065392
ENSG00000278774,ENSMFAG00000048542
ENSG00000278774,ENSMFAG00000058130
ENSG00000278774,ENSMFAG00000060633
ENSG00000278774,ENSMFAG00000057462
ENSG00000278774,ENSMFAG00000064884
ENSG00000278774,ENSMFAG00000054509
ENSG00000278774,ENSMFAG00000065077
ENSG00000278774,ENSMFAG00000063721
ENSG00000278774,ENSMFAG00000050629
ENSG00000278774,ENSMFAG00000063444
ENSG00000278774,ENSMFAG00000064702
ENSG00000278774,ENSMFAG00000049308
ENSG00000278774,ENSMFAG00000064638
ENSG00000278774,ENSMFAG00000065081
ENSG00000278774,ENSMFAG00000059033
ENSG00000278774,ENSMFAG00000056955
ENSG00000278774,ENSMFAG00000053686
ENSG00000278774,ENSMFAG00000065555
ENSG00000274862,ENSMFAG00000053257
ENSG00000274862,ENSMFAG00000063277
ENSG00000274862,ENSMFAG00000054200
ENSG00000274862,ENSMFAG00000053173
ENSG00000274862,ENSMFAG00000062989
ENSG00000274862,ENSMFAG00000050106
ENSG00000274862,ENSMFAG00000062766
ENSG00000274862,ENSMFAG00000065392
ENSG00000274862,ENSMFAG00000048542
ENSG00000274862,ENSMFAG00000058130
ENSG00000274862,ENSMFAG00000060633
ENSG00000274862,ENSMFAG00000057462
ENSG00000274862,ENSMFAG00000064884
ENSG00000274862,ENSMFAG00000054509
ENSG00000274862,ENSMFAG00000065077
ENSG00000274862,ENSMFAG00000063721
ENSG00000274862,ENSMFAG00000050629
ENSG00000274862,ENSMFAG00000063444
ENSG00000274862,ENSMFAG00000064702
ENSG00000274862,ENSMFAG00000049308
ENSG00000274862,ENSMFAG00000064638
ENSG00000274862,ENSMFAG00000065081
ENSG00000274862,ENSMFAG00000059033
ENSG00000274862,ENSMFAG00000056955
ENSG00000274862,ENSMFAG00000053686
ENSG00000274862,ENSMFAG00000065555
ENSG00000274062,ENSMFAG00000053257
ENSG00000274062,ENSMFAG00000063277
ENSG00000274062,ENSMFAG00000054200
ENSG00000274062,ENSMFAG00000053173
ENSG00000274062,ENSMFAG00000062989
ENSG00000274062,ENSMFAG00000050106
ENSG00000274062,ENSMFAG00000062766
ENSG00000274062,ENSMFAG00000065392
ENSG00000274062,ENSMFAG00000048542
ENSG00000274062,ENSMFAG00000058130
ENSG00000274062,ENSMFAG00000060633
ENSG00000274062,ENSMFAG00000057462
ENSG00000274062,ENSMFAG00000064884
ENSG00000274062,ENSMFAG00000054509
ENSG00000274062,ENSMFAG00000065077
ENSG00000274062,ENSMFAG00000063721
ENSG00000274062,ENSMFAG00000050629
ENSG00000274062,ENSMFAG00000063444
ENSG00000274062,ENSMFAG00000064702
ENSG00000274062,ENSMFAG00000049308
ENSG00000274062,ENSMFAG00000064638
ENSG00000274062,ENSMFAG00000065081
ENSG00000274062,ENSMFAG00000059033
ENSG00000274062,ENSMFAG00000056955
ENSG00000274062,ENSMFAG00000053686
ENSG00000274062,ENSMFAG00000065555
ENSG00000274452,ENSMFAG00000064900
ENSG00000274452,ENSMFAG00000049640
ENSG00000274452,ENSMFAG00000054660
ENSG00000274452,ENSMFAG00000048057
ENSG00000274452,ENSMFAG00000062697
ENSG00000274452,ENSMFAG00000053858
ENSG00000274452,ENSMFAG00000052702
ENSG00000274452,ENSMFAG00000054202
ENSG00000274452,ENSMFAG00000065030
ENSG00000274452,ENSMFAG00000058309
ENSG00000274452,ENSMFAG00000054865
ENSG00000165120,ENSMFAG00000031766
ENSG00000275219,ENSMFAG00000053257
ENSG00000275219,ENSMFAG00000063277
ENSG00000275219,ENSMFAG00000054200
ENSG00000275219,ENSMFAG00000053173
ENSG00000275219,ENSMFAG00000062989
ENSG00000275219,ENSMFAG00000050106
ENSG00000275219,ENSMFAG00000062766
ENSG00000275219,ENSMFAG00000065392
ENSG00000275219,ENSMFAG00000048542
ENSG00000275219,ENSMFAG00000058130
ENSG00000275219,ENSMFAG00000060633
ENSG00000275219,ENSMFAG00000057462
ENSG00000275219,ENSMFAG00000064884
ENSG00000275219,ENSMFAG00000054509
ENSG00000275219,ENSMFAG00000065077
ENSG00000275219,ENSMFAG00000063721
ENSG00000275219,ENSMFAG00000050629
ENSG00000275219,ENSMFAG00000063444
ENSG00000275219,ENSMFAG00000064702
ENSG00000275219,ENSMFAG00000049308
ENSG00000275219,ENSMFAG00000064638
ENSG00000275219,ENSMFAG00000065081
ENSG00000275219,ENSMFAG00000059033
ENSG00000275219,ENSMFAG00000056955
ENSG00000275219,ENSMFAG00000053686
ENSG00000275219,ENSMFAG00000065555
ENSG00000278591,ENSMFAG00000053257
ENSG00000278591,ENSMFAG00000063277
ENSG00000278591,ENSMFAG00000054200
ENSG00000278591,ENSMFAG00000053173
ENSG00000278591,ENSMFAG00000062989
ENSG00000278591,ENSMFAG00000050106
ENSG00000278591,ENSMFAG00000062766
ENSG00000278591,ENSMFAG00000065392
ENSG00000278591,ENSMFAG00000048542
ENSG00000278591,ENSMFAG00000058130
ENSG00000278591,ENSMFAG00000060633
ENSG00000278591,ENSMFAG00000057462
ENSG00000278591,ENSMFAG00000064884
ENSG00000278591,ENSMFAG00000054509
ENSG00000278591,ENSMFAG00000065077
ENSG00000278591,ENSMFAG00000063721
ENSG00000278591,ENSMFAG00000050629
ENSG00000278591,ENSMFAG00000063444
ENSG00000278591,ENSMFAG00000064702
ENSG00000278591,ENSMFAG00000049308
ENSG00000278591,ENSMFAG00000064638
ENSG00000278591,ENSMFAG00000065081
ENSG00000278591,ENSMFAG00000059033
ENSG00000278591,ENSMFAG00000056955
ENSG00000278591,ENSMFAG00000053686
ENSG00000278591,ENSMFAG00000065555
ENSG00000204983,ENSMFAG00000065438
ENSG00000153930,ENSMFAG00000032096
ENSG00000148358,ENSMFAG00000045947
ENSG00000048392,ENSMFAG00000043659
ENSG00000196335,ENSMFAG00000002623
ENSG00000172239,ENSMFAG00000043517
ENSG00000125991,ENSMFAG00000037850
ENSG00000053918,ENSMFAG00000044043
ENSG00000260458,ENSMFAG00000030169
ENSG00000082701,ENSMFAG00000002620
ENSG00000068438,ENSMFAG00000003467
ENSG00000166439,ENSMFAG00000031265
ENSG00000110344,ENSMFAG00000041947
ENSG00000158201,ENSMFAG00000045155
ENSG00000179930,ENSMFAG00000057266
ENSG00000206764,ENSMFAG00000006517
ENSG00000122432,ENSMFAG00000038889
ENSG00000182645,ENSMFAG00000039541
ENSG00000156150,ENSMFAG00000000542
ENSG00000198513,ENSMFAG00000000528
ENSG00000154007,ENSMFAG00000044899
ENSG00000100296,ENSMFAG00000001276
ENSG00000184005,ENSMFAG00000038282
ENSG00000199921,ENSMFAG00000040493
ENSG00000119969,ENSMFAG00000044053
ENSG00000141668,ENSMFAG00000033106
ENSG00000136940,ENSMFAG00000049180
ENSG00000166510,ENSMFAG00000032372
ENSG00000151233,ENSMFAG00000034181
ENSG00000119707,ENSMFAG00000040040
ENSG00000155868,ENSMFAG00000029781
ENSG00000123219,ENSMFAG00000037278
ENSG00000111341,ENSMFAG00000003266
ENSG00000171045,ENSMFAG00000044811
ENSG00000069424,ENSMFAG00000035522
ENSG00000102265,ENSMFAG00000038764
ENSG00000213462,ENSMFAG00000051941
ENSG00000163751,ENSMFAG00000003955
ENSG00000013583,ENSMFAG00000031854
ENSG00000183283,ENSMFAG00000001009
ENSG00000146834,ENSMFAG00000003007
ENSG00000176485,ENSMFAG00000032359
ENSG00000168032,ENSMFAG00000004057
ENSG00000284346,ENSMFAG00000013337
ENSG00000201034,ENSMFAG00000010548
ENSG00000102144,ENSMFAG00000031271
ENSG00000102144,ENSMFAG00000030850
ENSG00000105270,ENSMFAG00000044096
ENSG00000078328,ENSMFAG00000036447
ENSG00000138615,ENSMFAG00000039594
ENSG00000162236,ENSMFAG00000003488
ENSG00000184828,ENSMFAG00000031667
ENSG00000197992,ENSMFAG00000004005
ENSG00000006283,ENSMFAG00000055574
ENSG00000125351,ENSMFAG00000045414
ENSG00000017427,ENSMFAG00000030766
ENSG00000188582,ENSMFAG00000034764
ENSG00000263155,ENSMFAG00000035568
ENSG00000164951,ENSMFAG00000030624
ENSG00000173200,ENSMFAG00000026206
ENSG00000183760,ENSMFAG00000042916
ENSG00000104691,ENSMFAG00000038759
ENSG00000211694,ENSMFAG00000030135
ENSG00000241756,ENSMFAG00000011171
ENSG00000207168,ENSMFAG00000057263
ENSG00000171759,ENSMFAG00000036729
ENSG00000200189,ENSMFAG00000047372
ENSG00000130402,ENSMFAG00000033669
ENSG00000252423,ENSMFAG00000014281
ENSG00000244392,ENSMFAG00000018403
ENSG00000214415,ENSMFAG00000001103
ENSG00000101346,ENSMFAG00000046316
ENSG00000068308,ENSMFAG00000039347
ENSG00000239075,ENSMFAG00000035307
ENSG00000163959,ENSMFAG00000001755
ENSG00000105829,ENSMFAG00000031881
ENSG00000164172,ENSMFAG00000037730
ENSG00000087589,ENSMFAG00000045759
ENSG00000162344,ENSMFAG00000043051
ENSG00000082397,ENSMFAG00000032905
ENSG00000181804,ENSMFAG00000002921
ENSG00000125898,ENSMFAG00000060881
ENSG00000153790,ENSMFAG00000043369
ENSG00000072518,ENSMFAG00000032452
ENSG00000100934,ENSMFAG00000035158
ENSG00000124191,ENSMFAG00000036799
ENSG00000105954,ENSMFAG00000033164
ENSG00000104643,ENSMFAG00000031184
ENSG00000202233,ENSMFAG00000011517
ENSG00000127249,ENSMFAG00000033333
ENSG00000201432,ENSMFAG00000011648
ENSG00000101966,ENSMFAG00000036172
ENSG00000106211,ENSMFAG00000051972
ENSG00000123560,ENSMFAG00000036633
ENSG00000178397,ENSMFAG00000039457
ENSG00000214300,ENSMFAG00000042064
ENSG00000154319,ENSMFAG00000036511
ENSG00000221989,ENSMFAG00000056903
ENSG00000124155,ENSMFAG00000043460
ENSG00000111653,ENSMFAG00000001174
ENSG00000106404,ENSMFAG00000039638
ENSG00000186918,ENSMFAG00000036920
ENSG00000241224,ENSMFAG00000044276
ENSG00000186329,ENSMFAG00000001516
ENSG00000183597,ENSMFAG00000004021
ENSG00000128581,ENSMFAG00000044026
ENSG00000114383,ENSMFAG00000035779
ENSG00000156463,ENSMFAG00000042350
ENSG00000170860,ENSMFAG00000063615
ENSG00000163633,ENSMFAG00000049033
ENSG00000163687,ENSMFAG00000042137
ENSG00000072201,ENSMFAG00000000338
ENSG00000235631,ENSMFAG00000041426
ENSG00000099219,ENSMFAG00000008006
ENSG00000128519,ENSMFAG00000064959
ENSG00000213145,ENSMFAG00000039395
ENSG00000101844,ENSMFAG00000039546
ENSG00000114378,ENSMFAG00000003015
ENSG00000070814,ENSMFAG00000041830
ENSG00000151617,ENSMFAG00000033903
ENSG00000171314,ENSMFAG00000003367
ENSG00000164938,ENSMFAG00000059313
ENSG00000119703,ENSMFAG00000013902
ENSG00000148835,ENSMFAG00000031468
ENSG00000123124,ENSMFAG00000045719
ENSG00000047365,ENSMFAG00000041357
ENSG00000154473,ENSMFAG00000044849
ENSG00000174564,ENSMFAG00000045437
ENSG00000111087,ENSMFAG00000032745
ENSG00000156411,ENSMFAG00000045832
ENSG00000129437,ENSMFAG00000038438
ENSG00000174004,ENSMFAG00000036922
ENSG00000163659,ENSMFAG00000040611
ENSG00000104047,ENSMFAG00000058237
ENSG00000142449,ENSMFAG00000035371
ENSG00000158113,ENSMFAG00000038285
ENSG00000121797,ENSMFAG00000037173
ENSG00000174206,ENSMFAG00000000249
ENSG00000196116,ENSMFAG00000003187
ENSG00000227345,ENSMFAG00000043537
ENSG00000111276,ENSMFAG00000032299
ENSG00000022976,ENSMFAG00000045906
ENSG00000157017,ENSMFAG00000043669
ENSG00000165675,ENSMFAG00000003196
ENSG00000047621,ENSMFAG00000004013
ENSG00000163312,ENSMFAG00000040731
ENSG00000173546,ENSMFAG00000031446
ENSG00000241697,ENSMFAG00000007545
ENSG00000186575,ENSMFAG00000003803
ENSG00000174444,ENSMFAG00000036412
ENSG00000111199,ENSMFAG00000032093
ENSG00000089737,ENSMFAG00000033695
ENSG00000177707,ENSMFAG00000001084
