human_gene,marmoset_gene
ENSG00000196071,ENSCJAG00000047890
ENSG00000196071,ENSCJAG00000086568
ENSG00000100764,ENSCJAG00000017701
ENSG00000108691,ENSCJAG00000057655
ENSG00000188585,ENSCJAG00000041211
ENSG00000189375,ENSCJAG00000076456
ENSG00000215912,ENSCJAG00000002648
ENSG00000104635,ENSCJAG00000038713
ENSG00000144837,ENSCJAG00000008949
ENSG00000270629,ENSCJAG00000076513
ENSG00000270629,ENSCJAG00000081970
ENSG00000125355,ENSCJAG00000085725
ENSG00000161929,ENSCJAG00000011513
ENSG00000139194,ENSCJAG00000004871
ENSG00000137802,ENSCJAG00000020630
ENSG00000136010,ENSCJAG00000014729
ENSG00000133398,ENSCJAG00000008674
ENSG00000092330,ENSCJAG00000006774
ENSG00000251865,ENSCJAG00000070560
ENSG00000251865,ENSCJAG00000071233
ENSG00000108255,ENSCJAG00000013501
ENSG00000157219,ENSCJAG00000083175
ENSG00000113734,ENSCJAG00000019186
ENSG00000132613,ENSCJAG00000014831
ENSG00000130226,ENSCJAG00000000167
ENSG00000259207,ENSCJAG00000019861
ENSG00000179152,ENSCJAG00000001771
ENSG00000179002,ENSCJAG00000007516
ENSG00000186827,ENSCJAG00000011350
ENSG00000130119,ENSCJAG00000000252
ENSG00000180096,ENSCJAG00000002577
ENSG00000111424,ENSCJAG00000015018
ENSG00000165525,ENSCJAG00000006093
ENSG00000105649,ENSCJAG00000072185
ENSG00000273573,ENSCJAG00000078114
ENSG00000238419,ENSCJAG00000082755
ENSG00000146007,ENSCJAG00000058864
ENSG00000146007,ENSCJAG00000021456
ENSG00000146007,ENSCJAG00000016231
ENSG00000125744,ENSCJAG00000012569
ENSG00000207056,ENSCJAG00000028227
ENSG00000178852,ENSCJAG00000037104
ENSG00000162779,ENSCJAG00000008147
ENSG00000170561,ENSCJAG00000008516
ENSG00000251794,ENSCJAG00000035433
ENSG00000169258,ENSCJAG00000007308
ENSG00000084444,ENSCJAG00000021626
ENSG00000274529,ENSCJAG00000044307
ENSG00000153922,ENSCJAG00000009559
ENSG00000111727,ENSCJAG00000014569
ENSG00000275504,ENSCJAG00000086124
ENSG00000202497,ENSCJAG00000081965
ENSG00000168802,ENSCJAG00000083401
ENSG00000165934,ENSCJAG00000018069
ENSG00000207083,ENSCJAG00000070730
ENSG00000207083,ENSCJAG00000083045
ENSG00000206811,ENSCJAG00000027675
ENSG00000207405,ENSCJAG00000027859
ENSG00000273587,ENSCJAG00000026855
ENSG00000179580,ENSCJAG00000015265
ENSG00000277613,ENSCJAG00000071741
ENSG00000277613,ENSCJAG00000087028
ENSG00000277613,ENSCJAG00000078721
ENSG00000277613,ENSCJAG00000083857
ENSG00000277613,ENSCJAG00000078881
ENSG00000277613,ENSCJAG00000070151
ENSG00000277613,ENSCJAG00000073323
ENSG00000277613,ENSCJAG00000078390
ENSG00000277613,ENSCJAG00000077306
ENSG00000277613,ENSCJAG00000070978
ENSG00000277613,ENSCJAG00000083431
ENSG00000277613,ENSCJAG00000084060
ENSG00000277613,ENSCJAG00000071889
ENSG00000277613,ENSCJAG00000035798
ENSG00000277613,ENSCJAG00000072408
ENSG00000277613,ENSCJAG00000078443
ENSG00000277613,ENSCJAG00000083557
ENSG00000277613,ENSCJAG00000081561
ENSG00000277613,ENSCJAG00000070322
ENSG00000277613,ENSCJAG00000076256
ENSG00000277613,ENSCJAG00000086542
ENSG00000277613,ENSCJAG00000077234
ENSG00000277613,ENSCJAG00000081921
ENSG00000277613,ENSCJAG00000081217
ENSG00000183186,ENSCJAG00000041048
ENSG00000049883,ENSCJAG00000016364
ENSG00000268320,ENSCJAG00000000911
ENSG00000188629,ENSCJAG00000006188
ENSG00000171819,ENSCJAG00000002324
ENSG00000174109,ENSCJAG00000014406
ENSG00000284395,ENSCJAG00000038190
ENSG00000197417,ENSCJAG00000007109
ENSG00000178878,ENSCJAG00000021635
ENSG00000197599,ENSCJAG00000014379
ENSG00000198182,ENSCJAG00000013419
ENSG00000207451,ENSCJAG00000069848
ENSG00000120942,ENSCJAG00000002187
ENSG00000177602,ENSCJAG00000023439
ENSG00000110799,ENSCJAG00000000613
ENSG00000243870,ENSCJAG00000038871
ENSG00000200063,ENSCJAG00000024160
ENSG00000103152,ENSCJAG00000011582
ENSG00000101940,ENSCJAG00000002328
ENSG00000265753,ENSCJAG00000038477
ENSG00000252840,ENSCJAG00000056889
ENSG00000091513,ENSCJAG00000002848
ENSG00000252446,ENSCJAG00000084478
ENSG00000252446,ENSCJAG00000083269
ENSG00000252446,ENSCJAG00000077165
ENSG00000252446,ENSCJAG00000075573
ENSG00000252446,ENSCJAG00000072778
ENSG00000252446,ENSCJAG00000077023
ENSG00000252446,ENSCJAG00000080976
ENSG00000243905,ENSCJAG00000036048
ENSG00000252802,ENSCJAG00000035201
ENSG00000252429,ENSCJAG00000061588
ENSG00000158955,ENSCJAG00000020024
ENSG00000232258,ENSCJAG00000017346
ENSG00000105058,ENSCJAG00000059326
ENSG00000105058,ENSCJAG00000014097
ENSG00000207039,ENSCJAG00000071929
ENSG00000140945,ENSCJAG00000008343
ENSG00000252374,ENSCJAG00000067038
ENSG00000286137,ENSCJAG00000077146
ENSG00000108433,ENSCJAG00000020030
ENSG00000179603,ENSCJAG00000017585
ENSG00000100373,ENSCJAG00000000546
ENSG00000166503,ENSCJAG00000015775
ENSG00000223181,ENSCJAG00000071741
ENSG00000223181,ENSCJAG00000087028
ENSG00000223181,ENSCJAG00000078721
ENSG00000223181,ENSCJAG00000083857
ENSG00000223181,ENSCJAG00000078881
ENSG00000223181,ENSCJAG00000070151
ENSG00000223181,ENSCJAG00000073323
ENSG00000223181,ENSCJAG00000078390
ENSG00000223181,ENSCJAG00000077306
ENSG00000223181,ENSCJAG00000070978
ENSG00000223181,ENSCJAG00000083431
ENSG00000223181,ENSCJAG00000084060
ENSG00000223181,ENSCJAG00000071889
ENSG00000223181,ENSCJAG00000035798
ENSG00000223181,ENSCJAG00000072408
ENSG00000223181,ENSCJAG00000078443
ENSG00000223181,ENSCJAG00000083557
ENSG00000223181,ENSCJAG00000081561
ENSG00000223181,ENSCJAG00000070322
ENSG00000223181,ENSCJAG00000076256
ENSG00000223181,ENSCJAG00000086542
ENSG00000223181,ENSCJAG00000077234
ENSG00000223181,ENSCJAG00000081921
ENSG00000223181,ENSCJAG00000081217
ENSG00000105143,ENSCJAG00000004498
ENSG00000212230,ENSCJAG00000071741
ENSG00000212230,ENSCJAG00000087028
ENSG00000212230,ENSCJAG00000078721
ENSG00000212230,ENSCJAG00000083857
ENSG00000212230,ENSCJAG00000078881
ENSG00000212230,ENSCJAG00000070151
ENSG00000212230,ENSCJAG00000073323
ENSG00000212230,ENSCJAG00000078390
ENSG00000212230,ENSCJAG00000077306
ENSG00000212230,ENSCJAG00000070978
ENSG00000212230,ENSCJAG00000083431
ENSG00000212230,ENSCJAG00000084060
ENSG00000212230,ENSCJAG00000071889
ENSG00000212230,ENSCJAG00000035798
ENSG00000212230,ENSCJAG00000072408
ENSG00000212230,ENSCJAG00000078443
ENSG00000212230,ENSCJAG00000083557
ENSG00000212230,ENSCJAG00000081561
ENSG00000212230,ENSCJAG00000070322
ENSG00000212230,ENSCJAG00000076256
ENSG00000212230,ENSCJAG00000086542
ENSG00000212230,ENSCJAG00000077234
ENSG00000212230,ENSCJAG00000081921
ENSG00000212230,ENSCJAG00000081217
ENSG00000183484,ENSCJAG00000011755
ENSG00000200975,ENSCJAG00000025921
ENSG00000221083,ENSCJAG00000026155
ENSG00000100227,ENSCJAG00000009628
ENSG00000174485,ENSCJAG00000007209
ENSG00000131686,ENSCJAG00000000376
ENSG00000165502,ENSCJAG00000080015
ENSG00000165502,ENSCJAG00000077823
ENSG00000165502,ENSCJAG00000079121
ENSG00000159761,ENSCJAG00000016084
ENSG00000100441,ENSCJAG00000006373
ENSG00000057704,ENSCJAG00000042544
ENSG00000163581,ENSCJAG00000002414
ENSG00000207692,ENSCJAG00000030817
ENSG00000157680,ENSCJAG00000012805
ENSG00000102218,ENSCJAG00000038917
ENSG00000265141,ENSCJAG00000044629
ENSG00000188038,ENSCJAG00000015962
ENSG00000065526,ENSCJAG00000008527
ENSG00000173391,ENSCJAG00000072989
ENSG00000173391,ENSCJAG00000021672
ENSG00000159792,ENSCJAG00000015958
ENSG00000082458,ENSCJAG00000015453
ENSG00000141086,ENSCJAG00000015948
ENSG00000145723,ENSCJAG00000009265
ENSG00000105220,ENSCJAG00000010910
ENSG00000162923,ENSCJAG00000007937
ENSG00000129315,ENSCJAG00000020739
ENSG00000213398,ENSCJAG00000083596
ENSG00000119638,ENSCJAG00000020610
ENSG00000106436,ENSCJAG00000016065
ENSG00000164045,ENSCJAG00000002673
ENSG00000164291,ENSCJAG00000010294
ENSG00000263201,ENSCJAG00000040070
ENSG00000179588,ENSCJAG00000012840
ENSG00000182774,ENSCJAG00000016113
ENSG00000182774,ENSCJAG00000047195
ENSG00000187510,ENSCJAG00000019495
ENSG00000099910,ENSCJAG00000016358
ENSG00000124391,ENSCJAG00000078077
ENSG00000202039,ENSCJAG00000079168
ENSG00000082213,ENSCJAG00000018871
ENSG00000179562,ENSCJAG00000017602
ENSG00000185669,ENSCJAG00000012922
ENSG00000139269,ENSCJAG00000007356
ENSG00000106328,ENSCJAG00000017639
ENSG00000139263,ENSCJAG00000006423
ENSG00000238964,ENSCJAG00000070751
ENSG00000069764,ENSCJAG00000015840
ENSG00000185274,ENSCJAG00000005178
ENSG00000202408,ENSCJAG00000080276
ENSG00000238825,ENSCJAG00000077021
ENSG00000201183,ENSCJAG00000081971
ENSG00000166200,ENSCJAG00000001585
ENSG00000272262,ENSCJAG00000075328
ENSG00000253042,ENSCJAG00000034060
ENSG00000155093,ENSCJAG00000005320
ENSG00000079482,ENSCJAG00000001702
ENSG00000143322,ENSCJAG00000008288
ENSG00000014216,ENSCJAG00000002371
ENSG00000172058,ENSCJAG00000065689
ENSG00000159753,ENSCJAG00000016125
ENSG00000125037,ENSCJAG00000037305
ENSG00000100124,ENSCJAG00000012378
ENSG00000207960,ENSCJAG00000029406
ENSG00000242110,ENSCJAG00000043981
ENSG00000089060,ENSCJAG00000009862
ENSG00000163956,ENSCJAG00000013237
ENSG00000187391,ENSCJAG00000006304
ENSG00000121579,ENSCJAG00000046205
ENSG00000100711,ENSCJAG00000017190
ENSG00000196156,ENSCJAG00000071301
ENSG00000239886,ENSCJAG00000010933
ENSG00000239886,ENSCJAG00000002348
ENSG00000239886,ENSCJAG00000043000
ENSG00000204873,ENSCJAG00000010933
ENSG00000204873,ENSCJAG00000002348
ENSG00000204873,ENSCJAG00000043000
ENSG00000187272,ENSCJAG00000010933
ENSG00000187272,ENSCJAG00000002348
ENSG00000187272,ENSCJAG00000043000
ENSG00000241595,ENSCJAG00000010933
ENSG00000241595,ENSCJAG00000002348
ENSG00000241595,ENSCJAG00000043000
ENSG00000129993,ENSCJAG00000052863
ENSG00000212658,ENSCJAG00000022475
ENSG00000035499,ENSCJAG00000015283
ENSG00000175175,ENSCJAG00000001738
ENSG00000200560,ENSCJAG00000024528
ENSG00000213218,ENSCJAG00000075159
ENSG00000213218,ENSCJAG00000043217
ENSG00000145029,ENSCJAG00000003992
ENSG00000147160,ENSCJAG00000012549
ENSG00000069509,ENSCJAG00000042445
ENSG00000188766,ENSCJAG00000013614
ENSG00000100083,ENSCJAG00000000513
ENSG00000169946,ENSCJAG00000006642
ENSG00000267978,ENSCJAG00000023322
ENSG00000163528,ENSCJAG00000001402
ENSG00000163528,ENSCJAG00000087072
ENSG00000136487,ENSCJAG00000075159
ENSG00000136487,ENSCJAG00000043217
ENSG00000197724,ENSCJAG00000017343
ENSG00000102038,ENSCJAG00000002868
ENSG00000201371,ENSCJAG00000025688
ENSG00000212382,ENSCJAG00000067219
ENSG00000207266,ENSCJAG00000083782
ENSG00000127554,ENSCJAG00000045500
ENSG00000111700,ENSCJAG00000012282
ENSG00000105219,ENSCJAG00000014570
ENSG00000140153,ENSCJAG00000009920
ENSG00000178057,ENSCJAG00000003387
ENSG00000222767,ENSCJAG00000028007
ENSG00000167600,ENSCJAG00000020085
ENSG00000127184,ENSCJAG00000071165
ENSG00000127184,ENSCJAG00000075814
ENSG00000127184,ENSCJAG00000081461
ENSG00000127184,ENSCJAG00000087022
ENSG00000127184,ENSCJAG00000078802
ENSG00000079459,ENSCJAG00000003988
ENSG00000159692,ENSCJAG00000076215
ENSG00000264916,ENSCJAG00000041790
ENSG00000116260,ENSCJAG00000007966
ENSG00000170345,ENSCJAG00000020633
ENSG00000113905,ENSCJAG00000014523
ENSG00000212659,ENSCJAG00000010933
ENSG00000212659,ENSCJAG00000002348
ENSG00000212659,ENSCJAG00000043000
ENSG00000112984,ENSCJAG00000006393
ENSG00000180386,ENSCJAG00000010933
ENSG00000180386,ENSCJAG00000002348
ENSG00000180386,ENSCJAG00000043000
ENSG00000274226,ENSCJAG00000008879
ENSG00000207639,ENSCJAG00000024066
ENSG00000199130,ENSCJAG00000026641
ENSG00000227500,ENSCJAG00000021478
ENSG00000277029,ENSCJAG00000083500
ENSG00000139767,ENSCJAG00000009146
ENSG00000119681,ENSCJAG00000020480
ENSG00000167004,ENSCJAG00000002591
ENSG00000136488,ENSCJAG00000075159
ENSG00000136488,ENSCJAG00000043217
ENSG00000137752,ENSCJAG00000038168
ENSG00000137752,ENSCJAG00000009842
ENSG00000259303,ENSCJAG00000085585
ENSG00000259303,ENSCJAG00000073412
ENSG00000150048,ENSCJAG00000021674
ENSG00000101194,ENSCJAG00000082534
ENSG00000148343,ENSCJAG00000020285
ENSG00000109101,ENSCJAG00000012705
ENSG00000266074,ENSCJAG00000007971
ENSG00000163946,ENSCJAG00000010847
ENSG00000048462,ENSCJAG00000016042
ENSG00000130035,ENSCJAG00000020407
ENSG00000136237,ENSCJAG00000036784
ENSG00000158486,ENSCJAG00000064522
ENSG00000201239,ENSCJAG00000077831
ENSG00000141564,ENSCJAG00000003276
ENSG00000089041,ENSCJAG00000001404
ENSG00000137642,ENSCJAG00000007446
ENSG00000197576,ENSCJAG00000008058
ENSG00000088320,ENSCJAG00000020805
ENSG00000101489,ENSCJAG00000021135
ENSG00000170615,ENSCJAG00000012752
ENSG00000179454,ENSCJAG00000016063
ENSG00000114853,ENSCJAG00000038339
ENSG00000213347,ENSCJAG00000006943
ENSG00000101452,ENSCJAG00000011495
ENSG00000238482,ENSCJAG00000075413
ENSG00000100605,ENSCJAG00000018249
ENSG00000251692,ENSCJAG00000014497
ENSG00000113790,ENSCJAG00000057316
ENSG00000180185,ENSCJAG00000014764
ENSG00000181847,ENSCJAG00000009240
ENSG00000151006,ENSCJAG00000036127
ENSG00000164405,ENSCJAG00000080204
ENSG00000201609,ENSCJAG00000085829
ENSG00000201609,ENSCJAG00000071969
ENSG00000106991,ENSCJAG00000019875
ENSG00000205022,ENSCJAG00000045284
ENSG00000151923,ENSCJAG00000019682
ENSG00000173702,ENSCJAG00000006640
ENSG00000158748,ENSCJAG00000065417
ENSG00000020633,ENSCJAG00000077193
ENSG00000198865,ENSCJAG00000001260
ENSG00000138613,ENSCJAG00000011305
ENSG00000202300,ENSCJAG00000074664
ENSG00000005381,ENSCJAG00000017310
ENSG00000181019,ENSCJAG00000045541
ENSG00000274428,ENSCJAG00000080276
ENSG00000163885,ENSCJAG00000006945
ENSG00000005379,ENSCJAG00000017335
ENSG00000159388,ENSCJAG00000006514
ENSG00000116254,ENSCJAG00000000101
ENSG00000140519,ENSCJAG00000054474
ENSG00000068796,ENSCJAG00000015422
ENSG00000012983,ENSCJAG00000006357
ENSG00000004399,ENSCJAG00000005429
ENSG00000166546,ENSCJAG00000016872
ENSG00000138160,ENSCJAG00000008594
ENSG00000198959,ENSCJAG00000021503
ENSG00000175318,ENSCJAG00000018524
ENSG00000061273,ENSCJAG00000014979
ENSG00000224578,ENSCJAG00000063009
ENSG00000196497,ENSCJAG00000006937
ENSG00000173673,ENSCJAG00000000154
ENSG00000205116,ENSCJAG00000011035
ENSG00000184056,ENSCJAG00000009526
ENSG00000149243,ENSCJAG00000015421
ENSG00000178104,ENSCJAG00000019954
ENSG00000284353,ENSCJAG00000037901
ENSG00000213246,ENSCJAG00000017369
ENSG00000170525,ENSCJAG00000020586
ENSG00000168004,ENSCJAG00000038446
ENSG00000130684,ENSCJAG00000011611
ENSG00000163884,ENSCJAG00000006941
ENSG00000185614,ENSCJAG00000004364
ENSG00000197584,ENSCJAG00000070092
ENSG00000100206,ENSCJAG00000011766
ENSG00000162139,ENSCJAG00000015573
ENSG00000091592,ENSCJAG00000011265
ENSG00000125868,ENSCJAG00000059392
ENSG00000180914,ENSCJAG00000015914
ENSG00000172818,ENSCJAG00000001957
ENSG00000149295,ENSCJAG00000012246
ENSG00000179021,ENSCJAG00000008780
ENSG00000203896,ENSCJAG00000038018
ENSG00000144741,ENSCJAG00000013660
ENSG00000167461,ENSCJAG00000039886
ENSG00000109756,ENSCJAG00000001355
ENSG00000101290,ENSCJAG00000021280
ENSG00000008056,ENSCJAG00000012506
ENSG00000101558,ENSCJAG00000004552
ENSG00000110172,ENSCJAG00000047151
ENSG00000230268,ENSCJAG00000076352
ENSG00000213265,ENSCJAG00000087350
ENSG00000105146,ENSCJAG00000000023
ENSG00000266265,ENSCJAG00000038515
ENSG00000039600,ENSCJAG00000018960
ENSG00000183166,ENSCJAG00000070904
ENSG00000157514,ENSCJAG00000071403
ENSG00000178460,ENSCJAG00000004573
ENSG00000242372,ENSCJAG00000017846
ENSG00000131437,ENSCJAG00000013116
ENSG00000207705,ENSCJAG00000028499
ENSG00000008226,ENSCJAG00000010226
ENSG00000142538,ENSCJAG00000000093
ENSG00000200059,ENSCJAG00000072957
ENSG00000206630,ENSCJAG00000027051
ENSG00000167971,ENSCJAG00000015039
ENSG00000117152,ENSCJAG00000073413
ENSG00000007264,ENSCJAG00000015004
ENSG00000100095,ENSCJAG00000003084
ENSG00000141646,ENSCJAG00000001910
ENSG00000185742,ENSCJAG00000043178
ENSG00000205678,ENSCJAG00000053305
ENSG00000182685,ENSCJAG00000015015
ENSG00000172425,ENSCJAG00000013365
ENSG00000172575,ENSCJAG00000020961
ENSG00000184207,ENSCJAG00000015011
ENSG00000157211,ENSCJAG00000004989
ENSG00000165259,ENSCJAG00000008295
ENSG00000167968,ENSCJAG00000014997
ENSG00000126500,ENSCJAG00000055401
ENSG00000143552,ENSCJAG00000009801
ENSG00000187049,ENSCJAG00000019299
ENSG00000110047,ENSCJAG00000002660
ENSG00000106479,ENSCJAG00000010440
ENSG00000141429,ENSCJAG00000021030
ENSG00000156162,ENSCJAG00000000034
ENSG00000205937,ENSCJAG00000014969
ENSG00000148429,ENSCJAG00000020673
ENSG00000198183,ENSCJAG00000018547
ENSG00000241959,ENSCJAG00000046796
ENSG00000212303,ENSCJAG00000084424
ENSG00000164707,ENSCJAG00000012731
ENSG00000121236,ENSCJAG00000020117
ENSG00000225526,ENSCJAG00000040602
ENSG00000113889,ENSCJAG00000014495
ENSG00000187017,ENSCJAG00000000170
ENSG00000221994,ENSCJAG00000081387
ENSG00000198090,ENSCJAG00000013730
ENSG00000198090,ENSCJAG00000069967
ENSG00000266826,ENSCJAG00000084641
ENSG00000170464,ENSCJAG00000042703
ENSG00000214518,ENSCJAG00000080141
ENSG00000214518,ENSCJAG00000074243
ENSG00000214518,ENSCJAG00000081670
ENSG00000214518,ENSCJAG00000082655
ENSG00000263429,ENSCJAG00000047512
ENSG00000198954,ENSCJAG00000012896
ENSG00000110887,ENSCJAG00000015484
ENSG00000008324,ENSCJAG00000077325
ENSG00000138668,ENSCJAG00000015165
ENSG00000241241,ENSCJAG00000067750
ENSG00000090512,ENSCJAG00000014536
ENSG00000198216,ENSCJAG00000004426
ENSG00000165695,ENSCJAG00000018142
ENSG00000236383,ENSCJAG00000044957
ENSG00000171858,ENSCJAG00000022436
ENSG00000109943,ENSCJAG00000007623
ENSG00000078061,ENSCJAG00000012431
ENSG00000189320,ENSCJAG00000044004
ENSG00000165672,ENSCJAG00000019636
ENSG00000275616,ENSCJAG00000086055
ENSG00000273709,ENSCJAG00000086055
ENSG00000274432,ENSCJAG00000086055
ENSG00000278048,ENSCJAG00000086055
ENSG00000276596,ENSCJAG00000086055
ENSG00000199700,ENSCJAG00000071578
ENSG00000277903,ENSCJAG00000086055
ENSG00000278774,ENSCJAG00000086055
ENSG00000274862,ENSCJAG00000086055
ENSG00000274062,ENSCJAG00000086055
ENSG00000274452,ENSCJAG00000083877
ENSG00000165120,ENSCJAG00000010598
ENSG00000275219,ENSCJAG00000086055
ENSG00000278591,ENSCJAG00000086055
ENSG00000204983,ENSCJAG00000045322
ENSG00000153930,ENSCJAG00000011229
ENSG00000170946,ENSCJAG00000067145
ENSG00000148358,ENSCJAG00000020376
ENSG00000048392,ENSCJAG00000015923
ENSG00000196335,ENSCJAG00000007625
ENSG00000172239,ENSCJAG00000001340
ENSG00000125991,ENSCJAG00000017733
ENSG00000053918,ENSCJAG00000011708
ENSG00000183691,ENSCJAG00000013903
ENSG00000260458,ENSCJAG00000018768
ENSG00000082701,ENSCJAG00000008783
ENSG00000068438,ENSCJAG00000002256
ENSG00000166439,ENSCJAG00000015610
ENSG00000110344,ENSCJAG00000013223
ENSG00000158201,ENSCJAG00000020529
ENSG00000179930,ENSCJAG00000004652
ENSG00000206764,ENSCJAG00000084991
ENSG00000122432,ENSCJAG00000007432
ENSG00000182645,ENSCJAG00000019401
ENSG00000156150,ENSCJAG00000003365
ENSG00000198513,ENSCJAG00000006480
ENSG00000154007,ENSCJAG00000006817
ENSG00000100296,ENSCJAG00000019894
ENSG00000184005,ENSCJAG00000006823
ENSG00000199921,ENSCJAG00000026774
ENSG00000119969,ENSCJAG00000015819
ENSG00000141668,ENSCJAG00000084858
ENSG00000136940,ENSCJAG00000087386
ENSG00000166510,ENSCJAG00000004164
ENSG00000151233,ENSCJAG00000017773
ENSG00000119707,ENSCJAG00000046744
ENSG00000119707,ENSCJAG00000014441
ENSG00000155868,ENSCJAG00000018815
ENSG00000127191,ENSCJAG00000011179
ENSG00000123219,ENSCJAG00000015759
ENSG00000111341,ENSCJAG00000048083
ENSG00000171045,ENSCJAG00000010357
ENSG00000069424,ENSCJAG00000000086
ENSG00000102265,ENSCJAG00000012555
ENSG00000213462,ENSCJAG00000052747
ENSG00000163751,ENSCJAG00000001501
ENSG00000013583,ENSCJAG00000021628
ENSG00000183283,ENSCJAG00000055962
ENSG00000146834,ENSCJAG00000015348
ENSG00000152475,ENSCJAG00000078341
ENSG00000176485,ENSCJAG00000018470
ENSG00000168032,ENSCJAG00000017875
ENSG00000102144,ENSCJAG00000021082
ENSG00000105270,ENSCJAG00000009694
ENSG00000078328,ENSCJAG00000017351
ENSG00000138615,ENSCJAG00000047691
ENSG00000162236,ENSCJAG00000018606
ENSG00000184828,ENSCJAG00000004704
ENSG00000197992,ENSCJAG00000021677
ENSG00000006283,ENSCJAG00000018639
ENSG00000125351,ENSCJAG00000004975
ENSG00000017427,ENSCJAG00000040664
ENSG00000188582,ENSCJAG00000040620
ENSG00000164951,ENSCJAG00000053295
ENSG00000173200,ENSCJAG00000007967
ENSG00000183760,ENSCJAG00000014028
ENSG00000104691,ENSCJAG00000012451
ENSG00000241756,ENSCJAG00000078394
ENSG00000207168,ENSCJAG00000073878
ENSG00000185290,ENSCJAG00000041331
ENSG00000171759,ENSCJAG00000014328
ENSG00000200189,ENSCJAG00000070135
ENSG00000130402,ENSCJAG00000013777
ENSG00000252423,ENSCJAG00000033965
ENSG00000244392,ENSCJAG00000036312
ENSG00000240347,ENSCJAG00000036230
ENSG00000214415,ENSCJAG00000003257
ENSG00000101346,ENSCJAG00000020721
ENSG00000068308,ENSCJAG00000002507
ENSG00000127920,ENSCJAG00000070690
ENSG00000163959,ENSCJAG00000015082
ENSG00000164172,ENSCJAG00000001568
ENSG00000087589,ENSCJAG00000011299
ENSG00000162344,ENSCJAG00000075154
ENSG00000082397,ENSCJAG00000062347
ENSG00000082397,ENSCJAG00000015728
ENSG00000181804,ENSCJAG00000001617
ENSG00000125898,ENSCJAG00000007611
ENSG00000153790,ENSCJAG00000063137
ENSG00000072518,ENSCJAG00000018341
ENSG00000100934,ENSCJAG00000016324
ENSG00000124191,ENSCJAG00000017806
ENSG00000105954,ENSCJAG00000007888
ENSG00000104643,ENSCJAG00000039182
ENSG00000202233,ENSCJAG00000026909
ENSG00000127249,ENSCJAG00000014072
ENSG00000201432,ENSCJAG00000024090
ENSG00000101966,ENSCJAG00000020553
ENSG00000106211,ENSCJAG00000080264
ENSG00000106211,ENSCJAG00000016303
ENSG00000180481,ENSCJAG00000001222
ENSG00000123560,ENSCJAG00000003349
ENSG00000214300,ENSCJAG00000077146
ENSG00000154319,ENSCJAG00000062421
ENSG00000221989,ENSCJAG00000080523
ENSG00000124155,ENSCJAG00000017414
ENSG00000111653,ENSCJAG00000008004
ENSG00000145002,ENSCJAG00000020005
ENSG00000106404,ENSCJAG00000016040
ENSG00000186918,ENSCJAG00000015540
ENSG00000241224,ENSCJAG00000038975
ENSG00000186329,ENSCJAG00000002292
ENSG00000183597,ENSCJAG00000010829
ENSG00000128581,ENSCJAG00000047492
ENSG00000114383,ENSCJAG00000048104
ENSG00000156463,ENSCJAG00000021336
ENSG00000170860,ENSCJAG00000042664
ENSG00000163633,ENSCJAG00000070848
ENSG00000163687,ENSCJAG00000019760
ENSG00000072201,ENSCJAG00000018469
ENSG00000099219,ENSCJAG00000011528
ENSG00000128519,ENSCJAG00000021941
ENSG00000213145,ENSCJAG00000019788
ENSG00000101844,ENSCJAG00000007676
ENSG00000114378,ENSCJAG00000005093
ENSG00000070814,ENSCJAG00000020993
ENSG00000151617,ENSCJAG00000002424
ENSG00000164938,ENSCJAG00000042074
ENSG00000119703,ENSCJAG00000046911
ENSG00000148835,ENSCJAG00000018213
ENSG00000123124,ENSCJAG00000000292
ENSG00000047365,ENSCJAG00000020975
ENSG00000154473,ENSCJAG00000001066
ENSG00000174564,ENSCJAG00000002455
ENSG00000111087,ENSCJAG00000007324
ENSG00000156411,ENSCJAG00000044960
ENSG00000129437,ENSCJAG00000041712
ENSG00000174004,ENSCJAG00000001677
ENSG00000163659,ENSCJAG00000004657
ENSG00000104047,ENSCJAG00000001548
ENSG00000142449,ENSCJAG00000006168
ENSG00000158113,ENSCJAG00000020353
ENSG00000121797,ENSCJAG00000021831
ENSG00000174206,ENSCJAG00000040427
ENSG00000196116,ENSCJAG00000010731
ENSG00000227345,ENSCJAG00000013224
ENSG00000111276,ENSCJAG00000021636
ENSG00000022976,ENSCJAG00000009880
ENSG00000157017,ENSCJAG00000016424
ENSG00000165675,ENSCJAG00000014408
ENSG00000047621,ENSCJAG00000001628
ENSG00000163312,ENSCJAG00000005247
ENSG00000173546,ENSCJAG00000046088
ENSG00000241697,ENSCJAG00000011484
ENSG00000186575,ENSCJAG00000019833
ENSG00000111199,ENSCJAG00000009767
ENSG00000089737,ENSCJAG00000009683
ENSG00000177707,ENSCJAG00000020182
ENSG00000189129,ENSCJAG00000087361
ENSG00000189129,ENSCJAG00000005520
ENSG00000103495,ENSCJAG00000042915
ENSG00000118785,ENSCJAG00000006299
ENSG00000166136,ENSCJAG00000037906
ENSG00000122707,ENSCJAG00000010143
ENSG00000071794,ENSCJAG00000001426
ENSG00000149798,ENSCJAG00000047069
ENSG00000175470,ENSCJAG00000000219
ENSG00000172350,ENSCJAG00000013965
ENSG00000208017,ENSCJAG00000026998
ENSG00000100784,ENSCJAG00000017801
ENSG00000180938,ENSCJAG00000060682
ENSG00000261236,ENSCJAG00000021437
ENSG00000148841,ENSCJAG00000018498
ENSG00000137460,ENSCJAG00000075233
ENSG00000136877,ENSCJAG00000019869
