mouse_gene,macaque_gene
ENSMUSG00000063651,ENSMFAG00000035661
ENSMUSG00000028427,ENSMFAG00000031174
ENSMUSG00000036853,ENSMFAG00000033413
ENSMUSG00000031889,ENSMFAG00000031327
ENSMUSG00000030970,ENSMFAG00000045892
ENSMUSG00000032492,ENSMFAG00000033228
ENSMUSG00000028435,ENSMFAG00000043420
ENSMUSG00000044033,ENSMFAG00000000963
ENSMUSG00000004730,ENSMFAG00000039564
ENSMUSG00000063354,ENSMFAG00000031715
ENSMUSG00000020153,ENSMFAG00000002461
ENSMUSG00000045205,ENSMFAG00000001092
ENSMUSG00000058188,ENSMFAG00000059181
ENSMUSG00000057179,ENSMFAG00000048675
ENSMUSG00000060084,ENSMFAG00000059181
ENSMUSG00000059069,ENSMFAG00000048675
ENSMUSG00000006288,ENSMFAG00000001282
ENSMUSG00000027952,ENSMFAG00000032448
ENSMUSG00000026566,ENSMFAG00000045417
ENSMUSG00000115987,ENSMFAG00000040271
ENSMUSG00000032388,ENSMFAG00000034518
ENSMUSG00000020150,ENSMFAG00000041341
ENSMUSG00000021638,ENSMFAG00000034647
ENSMUSG00000022948,ENSMFAG00000017853
ENSMUSG00000069920,ENSMFAG00000051218
ENSMUSG00000071470,ENSMFAG00000037728
ENSMUSG00000000794,ENSMFAG00000040110
ENSMUSG00000039230,ENSMFAG00000034311
ENSMUSG00000036023,ENSMFAG00000013069
ENSMUSG00002075892,ENSMFAG00000034880
ENSMUSG00000072941,ENSMFAG00000020365
ENSMUSG00000069565,ENSMFAG00000000789
ENSMUSG00000045790,ENSMFAG00000042580
ENSMUSG00002076963,ENSMFAG00000014195
ENSMUSG00000011008,ENSMFAG00000031312
ENSMUSG00000041180,ENSMFAG00000012546
ENSMUSG00000074607,ENSMFAG00000036799
ENSMUSG00000033313,ENSMFAG00000001028
ENSMUSG00000053768,ENSMFAG00000024346
ENSMUSG00000039252,ENSMFAG00000036970
ENSMUSG00000071275,ENSMFAG00000048717
ENSMUSG00000045636,ENSMFAG00000043092
ENSMUSG00000039356,ENSMFAG00000000597
ENSMUSG00000066510,ENSMFAG00000041562
ENSMUSG00000026313,ENSMFAG00000033242
ENSMUSG00000031387,ENSMFAG00000044051
ENSMUSG00000021636,ENSMFAG00000044604
ENSMUSG00000028430,ENSMFAG00000040117
ENSMUSG00000031965,ENSMFAG00000046090
ENSMUSG00000006281,ENSMFAG00000001130
ENSMUSG00000004187,ENSMFAG00000002476
ENSMUSG00000030691,ENSMFAG00000004075
ENSMUSG00000061576,ENSMFAG00000000652
ENSMUSG00000017817,ENSMFAG00000002372
ENSMUSG00000051483,ENSMFAG00000045053
ENSMUSG00000035399,ENSMFAG00000000578
ENSMUSG00000082815,ENSMFAG00000045053
ENSMUSG00000041565,ENSMFAG00000041924
ENSMUSG00000021635,ENSMFAG00000031075
ENSMUSG00000022946,ENSMFAG00000002007
ENSMUSG00000042272,ENSMFAG00000013388
ENSMUSG00000087777,ENSMFAG00000037231
ENSMUSG00000059741,ENSMFAG00000033860
ENSMUSG00000033837,ENSMFAG00000040568
ENSMUSG00000071256,ENSMFAG00000032481
ENSMUSG00000040723,ENSMFAG00000039084
ENSMUSG00000036832,ENSMFAG00000038099
ENSMUSG00000062012,ENSMFAG00000031163
ENSMUSG00000088218,ENSMFAG00000006981
ENSMUSG00000036825,ENSMFAG00000036072
ENSMUSG00000027215,ENSMFAG00000035741
ENSMUSG00000078941,ENSMFAG00000043011
ENSMUSG00000036241,ENSMFAG00000032942
ENSMUSG00000026260,ENSMFAG00000001486
ENSMUSG00000052293,ENSMFAG00000043011
ENSMUSG00000040728,ENSMFAG00000031577
ENSMUSG00000047257,ENSMFAG00000032744
ENSMUSG00000048924,ENSMFAG00000039708
ENSMUSG00000022546,ENSMFAG00000041987
ENSMUSG00000031386,ENSMFAG00000035763
ENSMUSG00000090799,ENSMFAG00000042662
ENSMUSG00000006289,ENSMFAG00000045591
ENSMUSG00000049719,ENSMFAG00000001287
ENSMUSG00000040713,ENSMFAG00000045348
ENSMUSG00000063457,ENSMFAG00000034057
ENSMUSG00000048752,ENSMFAG00000042197
ENSMUSG00000003123,ENSMFAG00000030784
ENSMUSG00000069089,ENSMFAG00000001451
ENSMUSG00000049555,ENSMFAG00000002874
ENSMUSG00000067064,ENSMFAG00000054218
ENSMUSG00000057464,ENSMFAG00000054218
ENSMUSG00000042849,ENSMFAG00000054218
ENSMUSG00000031594,ENSMFAG00000000718
ENSMUSG00000036611,ENSMFAG00000044089
ENSMUSG00000019080,ENSMFAG00000032935
ENSMUSG00000060049,ENSMFAG00000035196
ENSMUSG00000039208,ENSMFAG00000061249
ENSMUSG00000095640,ENSMFAG00000035196
ENSMUSG00000043782,ENSMFAG00000001950
ENSMUSG00000067513,ENSMFAG00000035196
ENSMUSG00000033249,ENSMFAG00000032308
ENSMUSG00000041064,ENSMFAG00000042218
ENSMUSG00000096436,ENSMFAG00000035196
ENSMUSG00000025702,ENSMFAG00000002860
ENSMUSG00000109328,ENSMFAG00000030348
ENSMUSG00000044055,ENSMFAG00000038320
ENSMUSG00000039198,ENSMFAG00000035376
ENSMUSG00000028189,ENSMFAG00000043668
ENSMUSG00000040065,ENSMFAG00000007829
ENSMUSG00000035960,ENSMFAG00000002565
ENSMUSG00000046805,ENSMFAG00000007829
ENSMUSG00000061474,ENSMFAG00000049166
ENSMUSG00000061474,ENSMFAG00000058590
ENSMUSG00000061474,ENSMFAG00000034129
ENSMUSG00000061474,ENSMFAG00000057169
ENSMUSG00000039982,ENSMFAG00000041572
ENSMUSG00000034220,ENSMFAG00000032000
ENSMUSG00000078763,ENSMFAG00000050765
ENSMUSG00000078763,ENSMFAG00000001223
ENSMUSG00000028433,ENSMFAG00000060778
ENSMUSG00000028433,ENSMFAG00000057210
ENSMUSG00000028433,ENSMFAG00000051607
ENSMUSG00000020133,ENSMFAG00000027143
ENSMUSG00000030972,ENSMFAG00000003399
ENSMUSG00000041319,ENSMFAG00000049692
ENSMUSG00000028188,ENSMFAG00000038889
ENSMUSG00000045273,ENSMFAG00000003204
ENSMUSG00000034212,ENSMFAG00000014439
ENSMUSG00000035953,ENSMFAG00000039203
ENSMUSG00000033728,ENSMFAG00000035815
ENSMUSG00000041431,ENSMFAG00000041544
ENSMUSG00000031392,ENSMFAG00000042818
ENSMUSG00000039456,ENSMFAG00000042335
ENSMUSG00000045994,ENSMFAG00000040335
ENSMUSG00000005763,ENSMFAG00000000076
ENSMUSG00000017943,ENSMFAG00000031122
ENSMUSG00000068417,ENSMFAG00000000419
ENSMUSG00000068417,ENSMFAG00000024766
ENSMUSG00000068523,ENSMFAG00000002373
ENSMUSG00000023904,ENSMFAG00000037663
ENSMUSG00000028187,ENSMFAG00000003788
ENSMUSG00000029173,ENSMFAG00000003516
ENSMUSG00000116138,ENSMFAG00000057634
ENSMUSG00000021872,ENSMFAG00000051767
ENSMUSG00000021872,ENSMFAG00000052769
ENSMUSG00000023905,ENSMFAG00000038242
ENSMUSG00000052382,ENSMFAG00000058184
ENSMUSG00000052382,ENSMFAG00000064462
ENSMUSG00000089265,ENSMFAG00000015347
ENSMUSG00000089265,ENSMFAG00000064894
ENSMUSG00000089265,ENSMFAG00000047756
ENSMUSG00000089308,ENSMFAG00000058614
ENSMUSG00000089308,ENSMFAG00000053679
ENSMUSG00000089308,ENSMFAG00000056280
ENSMUSG00000089308,ENSMFAG00000054055
ENSMUSG00000040720,ENSMFAG00000041706
ENSMUSG00000068407,ENSMFAG00000023010
ENSMUSG00000048486,ENSMFAG00000044491
ENSMUSG00000078949,ENSMFAG00000038530
ENSMUSG00000025701,ENSMFAG00000021649
ENSMUSG00000032387,ENSMFAG00000045343
ENSMUSG00000022945,ENSMFAG00000040980
ENSMUSG00000002221,ENSMFAG00000035337
ENSMUSG00000040600,ENSMFAG00000041246
ENSMUSG00000021846,ENSMFAG00000040947
ENSMUSG00000026842,ENSMFAG00000000271
ENSMUSG00000021629,ENSMFAG00000036926
ENSMUSG00000067341,ENSMFAG00000000676
ENSMUSG00000073411,ENSMFAG00000046125
ENSMUSG00000028186,ENSMFAG00000000740
ENSMUSG00000029186,ENSMFAG00000033102
ENSMUSG00000044037,ENSMFAG00000034134
ENSMUSG00000047109,ENSMFAG00000029830
ENSMUSG00000043822,ENSMFAG00000036443
ENSMUSG00000028185,ENSMFAG00000039951
ENSMUSG00000021743,ENSMFAG00000039881
ENSMUSG00000030945,ENSMFAG00000043617
ENSMUSG00000033653,ENSMFAG00000044357
ENSMUSG00000025451,ENSMFAG00000043517
ENSMUSG00000014776,ENSMFAG00000043853
ENSMUSG00000033111,ENSMFAG00000058151
ENSMUSG00000014837,ENSMFAG00000038714
ENSMUSG00000048652,ENSMFAG00000058168
ENSMUSG00000093562,ENSMFAG00000058614
ENSMUSG00000093562,ENSMFAG00000053679
ENSMUSG00000093562,ENSMFAG00000056280
ENSMUSG00000093562,ENSMFAG00000054055
ENSMUSG00000043913,ENSMFAG00000003228
ENSMUSG00000028436,ENSMFAG00000036190
ENSMUSG00000079507,ENSMFAG00000046125
ENSMUSG00000043102,ENSMFAG00000056880
ENSMUSG00000004032,ENSMFAG00000035350
ENSMUSG00000027016,ENSMFAG00000043013
ENSMUSG00000035486,ENSMFAG00000002051
ENSMUSG00000091705,ENSMFAG00000046125
ENSMUSG00000022526,ENSMFAG00000010896
ENSMUSG00000088528,ENSMFAG00000040440
ENSMUSG00000078773,ENSMFAG00000031629
ENSMUSG00000107906,ENSMFAG00000043778
ENSMUSG00000029762,ENSMFAG00000002396
ENSMUSG00000029762,ENSMFAG00000045359
ENSMUSG00000043251,ENSMFAG00000002581
ENSMUSG00000003970,ENSMFAG00000043225
ENSMUSG00000026269,ENSMFAG00000038176
ENSMUSG00000035929,ENSMFAG00000046125
ENSMUSG00000029179,ENSMFAG00000033636
ENSMUSG00000055413,ENSMFAG00000051847
ENSMUSG00000054967,ENSMFAG00000055672
ENSMUSG00000063236,ENSMFAG00000031328
ENSMUSG00000073409,ENSMFAG00000046125
ENSMUSG00000096393,ENSMFAG00000040811
ENSMUSG00000059878,ENSMFAG00000060698
ENSMUSG00000028437,ENSMFAG00000032310
ENSMUSG00000032494,ENSMFAG00000002520
ENSMUSG00000032494,ENSMFAG00000044781
ENSMUSG00000079492,ENSMFAG00000046125
ENSMUSG00000026270,ENSMFAG00000031448
ENSMUSG00000061758,ENSMFAG00000002396
ENSMUSG00000061758,ENSMFAG00000045359
ENSMUSG00000026841,ENSMFAG00000003220
ENSMUSG00000014791,ENSMFAG00000038390
ENSMUSG00000035478,ENSMFAG00000044264
ENSMUSG00000040524,ENSMFAG00000002867
ENSMUSG00000121583,ENSMFAG00000034263
ENSMUSG00000073406,ENSMFAG00000046125
ENSMUSG00000017950,ENSMFAG00000035660
ENSMUSG00000062822,ENSMFAG00000044319
ENSMUSG00000032495,ENSMFAG00000042385
ENSMUSG00000016624,ENSMFAG00000041339
ENSMUSG00000028438,ENSMFAG00000041854
ENSMUSG00000041548,ENSMFAG00000007246
ENSMUSG00000048271,ENSMFAG00000030258
ENSMUSG00000066319,ENSMFAG00000031236
ENSMUSG00000052131,ENSMFAG00000002396
ENSMUSG00000052131,ENSMFAG00000045359
ENSMUSG00000036395,ENSMFAG00000044876
ENSMUSG00000097148,ENSMFAG00000043045
ENSMUSG00000097148,ENSMFAG00000001880
ENSMUSG00000026271,ENSMFAG00000048512
ENSMUSG00000014418,ENSMFAG00000044104
ENSMUSG00000090166,ENSMFAG00000050506
ENSMUSG00000090166,ENSMFAG00000055348
ENSMUSG00000090166,ENSMFAG00000059196
ENSMUSG00000026116,ENSMFAG00000041529
ENSMUSG00000042129,ENSMFAG00000031803
ENSMUSG00000072596,ENSMFAG00000050506
ENSMUSG00000072596,ENSMFAG00000055348
ENSMUSG00000072596,ENSMFAG00000059196
ENSMUSG00000017679,ENSMFAG00000036596
ENSMUSG00000041679,ENSMFAG00000041969
ENSMUSG00000028443,ENSMFAG00000037340
ENSMUSG00000016619,ENSMFAG00000035770
ENSMUSG00000046312,ENSMFAG00000038404
ENSMUSG00000014856,ENSMFAG00000042618
ENSMUSG00000028441,ENSMFAG00000046012
ENSMUSG00000026840,ENSMFAG00000042402
ENSMUSG00000020167,ENSMFAG00000032612
ENSMUSG00000035469,ENSMFAG00000045129
ENSMUSG00000036046,ENSMFAG00000041430
ENSMUSG00000002633,ENSMFAG00000064015
ENSMUSG00000063919,ENSMFAG00000041271
ENSMUSG00000076750,ENSMFAG00000058050
ENSMUSG00000091682,ENSMFAG00000058050
ENSMUSG00000021431,ENSMFAG00000045216
ENSMUSG00000003352,ENSMFAG00000041712
ENSMUSG00000028439,ENSMFAG00000043404
ENSMUSG00000014778,ENSMFAG00000046038
ENSMUSG00000048489,ENSMFAG00000061462
ENSMUSG00000066900,ENSMFAG00000031069
ENSMUSG00000048108,ENSMFAG00000041197
ENSMUSG00000045091,ENSMFAG00000036051
ENSMUSG00000057531,ENSMFAG00000042536
ENSMUSG00000025959,ENSMFAG00000039083
ENSMUSG00000061353,ENSMFAG00000052957
ENSMUSG00000005034,ENSMFAG00000044118
ENSMUSG00000121513,ENSMFAG00000044130
ENSMUSG00000032496,ENSMFAG00000035473
ENSMUSG00000017707,ENSMFAG00000045198
ENSMUSG00002076080,ENSMFAG00000059396
ENSMUSG00002076080,ENSMFAG00000059811
ENSMUSG00002076080,ENSMFAG00000065502
ENSMUSG00000014786,ENSMFAG00000030400
ENSMUSG00000092243,ENSMFAG00000046125
ENSMUSG00000115726,ENSMFAG00000002818
ENSMUSG00000115726,ENSMFAG00000029370
ENSMUSG00000003360,ENSMFAG00000038666
ENSMUSG00000029130,ENSMFAG00000002920
ENSMUSG00000042793,ENSMFAG00000035892
ENSMUSG00000079491,ENSMFAG00000046125
ENSMUSG00000061322,ENSMFAG00000042932
ENSMUSG00000059689,ENSMFAG00000032618
ENSMUSG00000073402,ENSMFAG00000046125
ENSMUSG00000014782,ENSMFAG00000014752
ENSMUSG00000047441,ENSMFAG00000002818
ENSMUSG00000047441,ENSMFAG00000029370
ENSMUSG00000054855,ENSMFAG00000052114
ENSMUSG00000042097,ENSMFAG00000054693
ENSMUSG00000035268,ENSMFAG00000003009
ENSMUSG00000054128,ENSMFAG00000046125
ENSMUSG00000003354,ENSMFAG00000000659
ENSMUSG00000025958,ENSMFAG00000039629
ENSMUSG00000072598,ENSMFAG00000047441
ENSMUSG00000072598,ENSMFAG00000062278
ENSMUSG00000006586,ENSMFAG00000032522
ENSMUSG00000031966,ENSMFAG00000000783
ENSMUSG00000053961,ENSMFAG00000047441
ENSMUSG00000053961,ENSMFAG00000062278
ENSMUSG00000042079,ENSMFAG00000021184
ENSMUSG00000021950,ENSMFAG00000001776
ENSMUSG00000051648,ENSMFAG00000019930
ENSMUSG00000029176,ENSMFAG00000037891
ENSMUSG00000051853,ENSMFAG00000036847
ENSMUSG00000017697,ENSMFAG00000039614
ENSMUSG00000017697,ENSMFAG00000042071
ENSMUSG00000022996,ENSMFAG00000043880
ENSMUSG00000043953,ENSMFAG00000037173
ENSMUSG00000004842,ENSMFAG00000031190
ENSMUSG00000027656,ENSMFAG00000036685
ENSMUSG00000021458,ENSMFAG00000003845
ENSMUSG00000041130,ENSMFAG00000001763
ENSMUSG00000028444,ENSMFAG00000037710
ENSMUSG00000032386,ENSMFAG00000036568
ENSMUSG00000032386,ENSMFAG00000063293
ENSMUSG00000029761,ENSMFAG00000042272
ENSMUSG00000035226,ENSMFAG00000052597
ENSMUSG00000022179,ENSMFAG00000001383
ENSMUSG00000022997,ENSMFAG00000034644
ENSMUSG00000018326,ENSMFAG00000043236
ENSMUSG00000054320,ENSMFAG00000002905
ENSMUSG00000059213,ENSMFAG00000025897
ENSMUSG00000022193,ENSMFAG00000040803
ENSMUSG00000067713,ENSMFAG00000040023
ENSMUSG00000022707,ENSMFAG00000042659
ENSMUSG00000072423,ENSMFAG00000010271
ENSMUSG00000059674,ENSMFAG00000002248
ENSMUSG00000054582,ENSMFAG00000040365
ENSMUSG00000019320,ENSMFAG00000037791
ENSMUSG00000022185,ENSMFAG00000044437
ENSMUSG00000018322,ENSMFAG00000042107
ENSMUSG00000040569,ENSMFAG00000000973
ENSMUSG00000022528,ENSMFAG00000050733
ENSMUSG00000048154,ENSMFAG00000038689
ENSMUSG00000048154,ENSMFAG00000052907
ENSMUSG00000031393,ENSMFAG00000033178
ENSMUSG00000023176,ENSMFAG00000065852
ENSMUSG00000040688,ENSMFAG00000030302
ENSMUSG00000052316,ENSMFAG00000026569
ENSMUSG00000043252,ENSMFAG00000032042
ENSMUSG00000068196,ENSMFAG00000051740
ENSMUSG00000073889,ENSMFAG00000044283
ENSMUSG00000027011,ENSMFAG00000042067
ENSMUSG00000025956,ENSMFAG00000041805
ENSMUSG00000035107,ENSMFAG00000045647
ENSMUSG00000029413,ENSMFAG00000041803
ENSMUSG00000033533,ENSMFAG00000002831
ENSMUSG00000014846,ENSMFAG00000030980
ENSMUSG00000070871,ENSMFAG00000001361
ENSMUSG00000018209,ENSMFAG00000030410
ENSMUSG00000031394,ENSMFAG00000043960
ENSMUSG00000036745,ENSMFAG00000042407
ENSMUSG00000039199,ENSMFAG00000037894
ENSMUSG00000008482,ENSMFAG00000035160
ENSMUSG00000040204,ENSMFAG00000064955
ENSMUSG00000040164,ENSMFAG00000053982
ENSMUSG00000062564,ENSMFAG00000059786
ENSMUSG00000062564,ENSMFAG00000039596
ENSMUSG00000044533,ENSMFAG00000017407
ENSMUSG00000044533,ENSMFAG00000032296
ENSMUSG00000044533,ENSMFAG00000040646
ENSMUSG00000044533,ENSMFAG00000002939
ENSMUSG00000040154,ENSMFAG00000043142
ENSMUSG00000022807,ENSMFAG00000044778
ENSMUSG00000031969,ENSMFAG00000038809
ENSMUSG00000051344,ENSMFAG00000033450
ENSMUSG00000031397,ENSMFAG00000031072
ENSMUSG00000031891,ENSMFAG00000041126
ENSMUSG00000042845,ENSMFAG00000002898
ENSMUSG00000013160,ENSMFAG00000000689
ENSMUSG00000008658,ENSMFAG00000036447
ENSMUSG00000031328,ENSMFAG00000035790
ENSMUSG00000089255,ENSMFAG00000015366
ENSMUSG00000089255,ENSMFAG00000019467
ENSMUSG00000077709,ENSMFAG00000016878
ENSMUSG00000040048,ENSMFAG00000000484
ENSMUSG00000023755,ENSMFAG00000035227
ENSMUSG00000035443,ENSMFAG00000039498
ENSMUSG00000040132,ENSMFAG00000003613
ENSMUSG00000040132,ENSMFAG00000042736
ENSMUSG00000006599,ENSMFAG00000032995
ENSMUSG00000014602,ENSMFAG00000038236
ENSMUSG00000002500,ENSMFAG00000039775
ENSMUSG00000029188,ENSMFAG00000020407
ENSMUSG00000003573,ENSMFAG00000031509
ENSMUSG00000027195,ENSMFAG00000030974
ENSMUSG00000031988,ENSMFAG00000038681
ENSMUSG00000027692,ENSMFAG00000039273
ENSMUSG00000029415,ENSMFAG00000038793
ENSMUSG00000032497,ENSMFAG00000032193
ENSMUSG00000000204,ENSMFAG00000050765
ENSMUSG00000000204,ENSMFAG00000001223
ENSMUSG00000047026,ENSMFAG00000032770
ENSMUSG00000050383,ENSMFAG00000003613
ENSMUSG00000050383,ENSMFAG00000042736
ENSMUSG00000028222,ENSMFAG00000000695
ENSMUSG00000039628,ENSMFAG00000054823
ENSMUSG00000023000,ENSMFAG00000051486
ENSMUSG00000042015,ENSMFAG00000002206
ENSMUSG00000022999,ENSMFAG00000031019
ENSMUSG00000106336,ENSMFAG00000033556
ENSMUSG00000017003,ENSMFAG00000003613
ENSMUSG00000017003,ENSMFAG00000042736
ENSMUSG00000030942,ENSMFAG00000049138
ENSMUSG00000027009,ENSMFAG00000038317
ENSMUSG00000057788,ENSMFAG00000044697
ENSMUSG00000056978,ENSMFAG00000034420
ENSMUSG00000028223,ENSMFAG00000032034
ENSMUSG00000018986,ENSMFAG00000050765
ENSMUSG00000018986,ENSMFAG00000001223
ENSMUSG00000090556,ENSMFAG00000033095
ENSMUSG00000005237,ENSMFAG00000003133
ENSMUSG00000050440,ENSMFAG00000034420
ENSMUSG00000065743,ENSMFAG00000005995
ENSMUSG00000004988,ENSMFAG00000001031
ENSMUSG00000055681,ENSMFAG00000038870
ENSMUSG00000028224,ENSMFAG00000030845
ENSMUSG00000054555,ENSMFAG00000039461
ENSMUSG00000041685,ENSMFAG00000030926
ENSMUSG00000036026,ENSMFAG00000041643
ENSMUSG00000041153,ENSMFAG00000024999
ENSMUSG00000023004,ENSMFAG00000035643
ENSMUSG00000029189,ENSMFAG00000002093
ENSMUSG00000041135,ENSMFAG00000020312
ENSMUSG00000058239,ENSMFAG00000038362
ENSMUSG00000058301,ENSMFAG00000065281
ENSMUSG00000058301,ENSMFAG00000037748
ENSMUSG00000030134,ENSMFAG00000044017
ENSMUSG00000072235,ENSMFAG00000056211
ENSMUSG00000043091,ENSMFAG00000058661
ENSMUSG00000096423,ENSMFAG00000062725
ENSMUSG00000064619,ENSMFAG00000006668
ENSMUSG00000017002,ENSMFAG00000040605
ENSMUSG00000028226,ENSMFAG00000040046
ENSMUSG00000023484,ENSMFAG00000050077
ENSMUSG00000075256,ENSMFAG00000031604
ENSMUSG00000035992,ENSMFAG00000040948
ENSMUSG00000042042,ENSMFAG00000019827
ENSMUSG00000029417,ENSMFAG00000039917
ENSMUSG00000061461,ENSMFAG00000033269
ENSMUSG00000038836,ENSMFAG00000029365
ENSMUSG00000010721,ENSMFAG00000031812
ENSMUSG00000054874,ENSMFAG00000044368
ENSMUSG00000032783,ENSMFAG00000021053
ENSMUSG00000023939,ENSMFAG00000041809
ENSMUSG00000034701,ENSMFAG00000034877
ENSMUSG00000088437,ENSMFAG00000050502
ENSMUSG00000078632,ENSMFAG00000063390
ENSMUSG00000078632,ENSMFAG00000054362
ENSMUSG00000078632,ENSMFAG00000031751
ENSMUSG00000095675,ENSMFAG00000000335
ENSMUSG00000034239,ENSMFAG00000063390
ENSMUSG00000034239,ENSMFAG00000054362
ENSMUSG00000034239,ENSMFAG00000031751
ENSMUSG00000025453,ENSMFAG00000045905
ENSMUSG00000027194,ENSMFAG00000033718
ENSMUSG00000032498,ENSMFAG00000000774
ENSMUSG00000094695,ENSMFAG00000003428
ENSMUSG00000036322,ENSMFAG00000032157
ENSMUSG00000031849,ENSMFAG00000004008
ENSMUSG00000040899,ENSMFAG00000062524
ENSMUSG00000093996,ENSMFAG00000043117
ENSMUSG00000093996,ENSMFAG00000020552
ENSMUSG00000095234,ENSMFAG00000003428
ENSMUSG00000020945,ENSMFAG00000044524
ENSMUSG00000022704,ENSMFAG00000039762
ENSMUSG00000094066,ENSMFAG00000043117
ENSMUSG00000094066,ENSMFAG00000020552
ENSMUSG00000030994,ENSMFAG00000041837
ENSMUSG00000001076,ENSMFAG00000002196
ENSMUSG00000096596,ENSMFAG00000000335
ENSMUSG00000038009,ENSMFAG00000026632
ENSMUSG00000020946,ENSMFAG00000003171
ENSMUSG00000073468,ENSMFAG00000039956
ENSMUSG00000033669,ENSMFAG00000033933
ENSMUSG00000028456,ENSMFAG00000003353
ENSMUSG00000003575,ENSMFAG00000045375
ENSMUSG00000055041,ENSMFAG00000029028
ENSMUSG00000018486,ENSMFAG00000040531
ENSMUSG00000018008,ENSMFAG00000001277
ENSMUSG00000000125,ENSMFAG00000030050
ENSMUSG00000046785,ENSMFAG00000025920
ENSMUSG00000032384,ENSMFAG00000002355
ENSMUSG00000055707,ENSMFAG00000062634
ENSMUSG00000119162,ENSMFAG00000019915
ENSMUSG00000030935,ENSMFAG00000029841
ENSMUSG00000022701,ENSMFAG00000034408
ENSMUSG00000034187,ENSMFAG00000032937
ENSMUSG00000055945,ENSMFAG00000059048
ENSMUSG00000116207,ENSMFAG00000045905
ENSMUSG00000067235,ENSMFAG00000046125
ENSMUSG00000035964,ENSMFAG00000045477
ENSMUSG00000008859,ENSMFAG00000001704
ENSMUSG00000024406,ENSMFAG00000004232
ENSMUSG00000016995,ENSMFAG00000042342
ENSMUSG00000007888,ENSMFAG00000001307
ENSMUSG00000075054,ENSMFAG00000030308
ENSMUSG00000058833,ENSMFAG00000044115
ENSMUSG00000030110,ENSMFAG00000033445
ENSMUSG00000001964,ENSMFAG00000045316
ENSMUSG00000039000,ENSMFAG00000001035
ENSMUSG00000009734,ENSMFAG00000035869
ENSMUSG00000050410,ENSMFAG00000037749
ENSMUSG00000077535,ENSMFAG00000051024
ENSMUSG00000061080,ENSMFAG00000037703
ENSMUSG00000040312,ENSMFAG00000046171
ENSMUSG00000008682,ENSMFAG00000032977
ENSMUSG00000041112,ENSMFAG00000002088
ENSMUSG00000043460,ENSMFAG00000026860
ENSMUSG00000061288,ENSMFAG00000017617
ENSMUSG00000018169,ENSMFAG00000000147
ENSMUSG00000047261,ENSMFAG00000041003
ENSMUSG00000062421,ENSMFAG00000048163
ENSMUSG00000027193,ENSMFAG00000037679
ENSMUSG00000026272,ENSMFAG00000041893
ENSMUSG00000033170,ENSMFAG00000044580
ENSMUSG00000019428,ENSMFAG00000034676
ENSMUSG00000114865,ENSMFAG00000039515
ENSMUSG00000044626,ENSMFAG00000002524
ENSMUSG00000052435,ENSMFAG00000065070
ENSMUSG00000018634,ENSMFAG00000038802
ENSMUSG00000022180,ENSMFAG00000001018
ENSMUSG00000034159,ENSMFAG00000041210
ENSMUSG00000017007,ENSMFAG00000041142
ENSMUSG00000019088,ENSMFAG00000038787
ENSMUSG00000049506,ENSMFAG00000064503
ENSMUSG00000112858,ENSMFAG00000041507
ENSMUSG00000024409,ENSMFAG00000053880
ENSMUSG00000039518,ENSMFAG00000002361
ENSMUSG00000037533,ENSMFAG00000033294
ENSMUSG00000049521,ENSMFAG00000031899
ENSMUSG00000039269,ENSMFAG00000032861
ENSMUSG00000043501,ENSMFAG00000001312
ENSMUSG00000038838,ENSMFAG00000042367
ENSMUSG00000017009,ENSMFAG00000051697
ENSMUSG00000057156,ENSMFAG00000032119
ENSMUSG00000093930,ENSMFAG00000035333
ENSMUSG00000004054,ENSMFAG00000000415
ENSMUSG00000033128,ENSMFAG00000044315
ENSMUSG00000030138,ENSMFAG00000027100
ENSMUSG00000030138,ENSMFAG00000025215
ENSMUSG00000072494,ENSMFAG00000041616
ENSMUSG00000050587,ENSMFAG00000030573
ENSMUSG00000070002,ENSMFAG00000044774
ENSMUSG00000003660,ENSMFAG00000040174
ENSMUSG00000038462,ENSMFAG00000010688
ENSMUSG00000038462,ENSMFAG00000060436
ENSMUSG00000019139,ENSMFAG00000044263
ENSMUSG00000009995,ENSMFAG00000028691
ENSMUSG00000024936,ENSMFAG00000000661
ENSMUSG00000025946,ENSMFAG00000000697
ENSMUSG00000069255,ENSMFAG00000034531
ENSMUSG00000030145,ENSMFAG00000000364
ENSMUSG00000022194,ENSMFAG00000031355
ENSMUSG00000001247,ENSMFAG00000038671
ENSMUSG00000022436,ENSMFAG00000042826
ENSMUSG00000022855,ENSMFAG00000002841
ENSMUSG00000070003,ENSMFAG00000041433
ENSMUSG00000072623,ENSMFAG00000031253
ENSMUSG00000072623,ENSMFAG00000043027
ENSMUSG00000060568,ENSMFAG00000032771
ENSMUSG00000021356,ENSMFAG00000045100
ENSMUSG00000032383,ENSMFAG00000000853
ENSMUSG00000062296,ENSMFAG00000001558
ENSMUSG00000026558,ENSMFAG00000032681
ENSMUSG00000045613,ENSMFAG00000029546
ENSMUSG00002076504,ENSMFAG00000054764
ENSMUSG00000070075,ENSMFAG00000012478
ENSMUSG00000021357,ENSMFAG00000045215
ENSMUSG00000029838,ENSMFAG00000045099
ENSMUSG00000003341,ENSMFAG00000030115
ENSMUSG00000049988,ENSMFAG00000034355
ENSMUSG00000038665,ENSMFAG00000002635
ENSMUSG00000039452,ENSMFAG00000042949
