marmoset_gene,macaque_gene
ENSCJAG00000022107,ENSMFAG00000056304
ENSCJAG00000004348,ENSMFAG00000041283
ENSCJAG00000002369,ENSMFAG00000033970
ENSCJAG00000021469,ENSMFAG00000055937
ENSCJAG00000021469,ENSMFAG00000001480
ENSCJAG00000006106,ENSMFAG00000033929
ENSCJAG00000004594,ENSMFAG00000001446
ENSCJAG00000077168,ENSMFAG00000052275
ENSCJAG00000077168,ENSMFAG00000055972
ENSCJAG00000077168,ENSMFAG00000048262
ENSCJAG00000077168,ENSMFAG00000058781
ENSCJAG00000077168,ENSMFAG00000049881
ENSCJAG00000077168,ENSMFAG00000064185
ENSCJAG00000077168,ENSMFAG00000055175
ENSCJAG00000077168,ENSMFAG00000054018
ENSCJAG00000077168,ENSMFAG00000061610
ENSCJAG00000008677,ENSMFAG00000044128
ENSCJAG00000000543,ENSMFAG00000045865
ENSCJAG00000016583,ENSMFAG00000040779
ENSCJAG00000043001,ENSMFAG00000035853
ENSCJAG00000043001,ENSMFAG00000032127
ENSCJAG00000012498,ENSMFAG00000002760
ENSCJAG00000018816,ENSMFAG00000032323
ENSCJAG00000012329,ENSMFAG00000046128
ENSCJAG00000084291,ENSMFAG00000006227
ENSCJAG00000045682,ENSMFAG00000053691
ENSCJAG00000045682,ENSMFAG00000040755
ENSCJAG00000001966,ENSMFAG00000035725
ENSCJAG00000082278,ENSMFAG00000008268
ENSCJAG00000010768,ENSMFAG00000003517
ENSCJAG00000027070,ENSMFAG00000020956
ENSCJAG00000027070,ENSMFAG00000020936
ENSCJAG00000074632,ENSMFAG00000006237
ENSCJAG00000016371,ENSMFAG00000002794
ENSCJAG00000080848,ENSMFAG00000051527
ENSCJAG00000080848,ENSMFAG00000052457
ENSCJAG00000080848,ENSMFAG00000054147
ENSCJAG00000086618,ENSMFAG00000041894
ENSCJAG00000055788,ENSMFAG00000049230
ENSCJAG00000055788,ENSMFAG00000052369
ENSCJAG00000078565,ENSMFAG00000042822
ENSCJAG00000001359,ENSMFAG00000037069
ENSCJAG00000009299,ENSMFAG00000031394
ENSCJAG00000011607,ENSMFAG00000031260
ENSCJAG00000012446,ENSMFAG00000037360
ENSCJAG00000072220,ENSMFAG00000042822
ENSCJAG00000015690,ENSMFAG00000032026
ENSCJAG00000008976,ENSMFAG00000033479
ENSCJAG00000084866,ENSMFAG00000052275
ENSCJAG00000084866,ENSMFAG00000055972
ENSCJAG00000084866,ENSMFAG00000048262
ENSCJAG00000084866,ENSMFAG00000058781
ENSCJAG00000084866,ENSMFAG00000049881
ENSCJAG00000084866,ENSMFAG00000064185
ENSCJAG00000084866,ENSMFAG00000055175
ENSCJAG00000084866,ENSMFAG00000054018
ENSCJAG00000084866,ENSMFAG00000061610
ENSCJAG00000007804,ENSMFAG00000034402
ENSCJAG00000034108,ENSMFAG00000035929
ENSCJAG00000083056,ENSMFAG00000051056
ENSCJAG00000075937,ENSMFAG00000002594
ENSCJAG00000016738,ENSMFAG00000039838
ENSCJAG00000007704,ENSMFAG00000038056
ENSCJAG00000016413,ENSMFAG00000002926
ENSCJAG00000046770,ENSMFAG00000035598
ENSCJAG00000000071,ENSMFAG00000038628
ENSCJAG00000010699,ENSMFAG00000038572
ENSCJAG00000004662,ENSMFAG00000030669
ENSCJAG00000019738,ENSMFAG00000042538
ENSCJAG00000077476,ENSMFAG00000035350
ENSCJAG00000018751,ENSMFAG00000045415
ENSCJAG00000022906,ENSMFAG00000058700
ENSCJAG00000022906,ENSMFAG00000061091
ENSCJAG00000022906,ENSMFAG00000056317
ENSCJAG00000022906,ENSMFAG00000052090
ENSCJAG00000011938,ENSMFAG00000038550
ENSCJAG00000006924,ENSMFAG00000053055
ENSCJAG00000012266,ENSMFAG00000032845
ENSCJAG00000058577,ENSMFAG00000052275
ENSCJAG00000058577,ENSMFAG00000055972
ENSCJAG00000058577,ENSMFAG00000048262
ENSCJAG00000058577,ENSMFAG00000058781
ENSCJAG00000058577,ENSMFAG00000049881
ENSCJAG00000058577,ENSMFAG00000064185
ENSCJAG00000058577,ENSMFAG00000055175
ENSCJAG00000058577,ENSMFAG00000054018
ENSCJAG00000058577,ENSMFAG00000061610
ENSCJAG00000004675,ENSMFAG00000045063
ENSCJAG00000005938,ENSMFAG00000039675
ENSCJAG00000041224,ENSMFAG00000057431
ENSCJAG00000078107,ENSMFAG00000056724
ENSCJAG00000072231,ENSMFAG00000052275
ENSCJAG00000072231,ENSMFAG00000055972
ENSCJAG00000072231,ENSMFAG00000048262
ENSCJAG00000072231,ENSMFAG00000058781
ENSCJAG00000072231,ENSMFAG00000049881
ENSCJAG00000072231,ENSMFAG00000064185
ENSCJAG00000072231,ENSMFAG00000055175
ENSCJAG00000072231,ENSMFAG00000054018
ENSCJAG00000072231,ENSMFAG00000061610
ENSCJAG00000034802,ENSMFAG00000010886
ENSCJAG00000083807,ENSMFAG00000051150
ENSCJAG00000086659,ENSMFAG00000059057
ENSCJAG00000086659,ENSMFAG00000063650
ENSCJAG00000007712,ENSMFAG00000030776
ENSCJAG00000071762,ENSMFAG00000042555
ENSCJAG00000071762,ENSMFAG00000059192
ENSCJAG00000010794,ENSMFAG00000064335
ENSCJAG00000017347,ENSMFAG00000043520
ENSCJAG00000076407,ENSMFAG00000064238
ENSCJAG00000076407,ENSMFAG00000054704
ENSCJAG00000008639,ENSMFAG00000031289
ENSCJAG00000086915,ENSMFAG00000057966
ENSCJAG00000013594,ENSMFAG00000042762
ENSCJAG00000047970,ENSMFAG00000049892
ENSCJAG00000071840,ENSMFAG00000033132
ENSCJAG00000047808,ENSMFAG00000035549
ENSCJAG00000084567,ENSMFAG00000054839
ENSCJAG00000084567,ENSMFAG00000063359
ENSCJAG00000079387,ENSMFAG00000052275
ENSCJAG00000079387,ENSMFAG00000055972
ENSCJAG00000079387,ENSMFAG00000048262
ENSCJAG00000079387,ENSMFAG00000058781
ENSCJAG00000079387,ENSMFAG00000049881
ENSCJAG00000079387,ENSMFAG00000064185
ENSCJAG00000079387,ENSMFAG00000055175
ENSCJAG00000079387,ENSMFAG00000054018
ENSCJAG00000079387,ENSMFAG00000061610
ENSCJAG00000010639,ENSMFAG00000036177
ENSCJAG00000071491,ENSMFAG00000052275
ENSCJAG00000071491,ENSMFAG00000055972
ENSCJAG00000071491,ENSMFAG00000048262
ENSCJAG00000071491,ENSMFAG00000058781
ENSCJAG00000071491,ENSMFAG00000049881
ENSCJAG00000071491,ENSMFAG00000064185
ENSCJAG00000071491,ENSMFAG00000055175
ENSCJAG00000071491,ENSMFAG00000054018
ENSCJAG00000071491,ENSMFAG00000061610
ENSCJAG00000001906,ENSMFAG00000003748
ENSCJAG00000010314,ENSMFAG00000042761
ENSCJAG00000010529,ENSMFAG00000032355
ENSCJAG00000021484,ENSMFAG00000061014
ENSCJAG00000012351,ENSMFAG00000042968
ENSCJAG00000005886,ENSMFAG00000043586
ENSCJAG00000071020,ENSMFAG00000059057
ENSCJAG00000071020,ENSMFAG00000063650
ENSCJAG00000037906,ENSMFAG00000020533
ENSCJAG00000037906,ENSMFAG00000024716
ENSCJAG00000037906,ENSMFAG00000002209
ENSCJAG00000037906,ENSMFAG00000040760
ENSCJAG00000010802,ENSMFAG00000037617
ENSCJAG00000058631,ENSMFAG00000063745
ENSCJAG00000058631,ENSMFAG00000047539
ENSCJAG00000058631,ENSMFAG00000059274
ENSCJAG00000058631,ENSMFAG00000054257
ENSCJAG00000058631,ENSMFAG00000058101
ENSCJAG00000004684,ENSMFAG00000034586
ENSCJAG00000011943,ENSMFAG00000002002
ENSCJAG00000017922,ENSMFAG00000048331
ENSCJAG00000003180,ENSMFAG00000041246
ENSCJAG00000051680,ENSMFAG00000053409
ENSCJAG00000033149,ENSMFAG00000035063
ENSCJAG00000078272,ENSMFAG00000052275
ENSCJAG00000078272,ENSMFAG00000055972
ENSCJAG00000078272,ENSMFAG00000048262
ENSCJAG00000078272,ENSMFAG00000058781
ENSCJAG00000078272,ENSMFAG00000049881
ENSCJAG00000078272,ENSMFAG00000064185
ENSCJAG00000078272,ENSMFAG00000055175
ENSCJAG00000078272,ENSMFAG00000054018
ENSCJAG00000078272,ENSMFAG00000061610
ENSCJAG00000038625,ENSMFAG00000039888
ENSCJAG00000062378,ENSMFAG00000061175
ENSCJAG00000070531,ENSMFAG00000017531
ENSCJAG00000016643,ENSMFAG00000009745
ENSCJAG00000016474,ENSMFAG00000046259
ENSCJAG00000018730,ENSMFAG00000031001
ENSCJAG00000081908,ENSMFAG00000012420
ENSCJAG00000019742,ENSMFAG00000038507
ENSCJAG00000006851,ENSMFAG00000044093
ENSCJAG00000021476,ENSMFAG00000004225
ENSCJAG00000042223,ENSMFAG00000045740
ENSCJAG00000005605,ENSMFAG00000037487
ENSCJAG00000011689,ENSMFAG00000044543
ENSCJAG00000085899,ENSMFAG00000033191
ENSCJAG00000075484,ENSMFAG00000051587
ENSCJAG00000005902,ENSMFAG00000044792
ENSCJAG00000041066,ENSMFAG00000043376
ENSCJAG00000012206,ENSMFAG00000004072
ENSCJAG00000025044,ENSMFAG00000009766
ENSCJAG00000080513,ENSMFAG00000003970
ENSCJAG00000086421,ENSMFAG00000055273
ENSCJAG00000078579,ENSMFAG00000057189
ENSCJAG00000003090,ENSMFAG00000002614
ENSCJAG00000001667,ENSMFAG00000045187
ENSCJAG00000043836,ENSMFAG00000043280
ENSCJAG00000015712,ENSMFAG00000041006
ENSCJAG00000082056,ENSMFAG00000013370
ENSCJAG00000012066,ENSMFAG00000048564
ENSCJAG00000005822,ENSMFAG00000030208
ENSCJAG00000013253,ENSMFAG00000001494
ENSCJAG00000083451,ENSMFAG00000054528
ENSCJAG00000086001,ENSMFAG00000052275
ENSCJAG00000086001,ENSMFAG00000055972
ENSCJAG00000086001,ENSMFAG00000048262
ENSCJAG00000086001,ENSMFAG00000058781
ENSCJAG00000086001,ENSMFAG00000049881
ENSCJAG00000086001,ENSMFAG00000064185
ENSCJAG00000086001,ENSMFAG00000055175
ENSCJAG00000086001,ENSMFAG00000054018
ENSCJAG00000086001,ENSMFAG00000061610
ENSCJAG00000085395,ENSMFAG00000010267
ENSCJAG00000045223,ENSMFAG00000003272
ENSCJAG00000036034,ENSMFAG00000014404
ENSCJAG00000036034,ENSMFAG00000008333
ENSCJAG00000018603,ENSMFAG00000036128
ENSCJAG00000001605,ENSMFAG00000037253
ENSCJAG00000078589,ENSMFAG00000052275
ENSCJAG00000078589,ENSMFAG00000055972
ENSCJAG00000078589,ENSMFAG00000048262
ENSCJAG00000078589,ENSMFAG00000058781
ENSCJAG00000078589,ENSMFAG00000049881
ENSCJAG00000078589,ENSMFAG00000064185
ENSCJAG00000078589,ENSMFAG00000055175
ENSCJAG00000078589,ENSMFAG00000054018
ENSCJAG00000078589,ENSMFAG00000061610
ENSCJAG00000047064,ENSMFAG00000008303
ENSCJAG00000075391,ENSMFAG00000007165
ENSCJAG00000082266,ENSMFAG00000057324
ENSCJAG00000053722,ENSMFAG00000058119
ENSCJAG00000086620,ENSMFAG00000047433
ENSCJAG00000079490,ENSMFAG00000014982
ENSCJAG00000072239,ENSMFAG00000045009
ENSCJAG00000056024,ENSMFAG00000063210
ENSCJAG00000056024,ENSMFAG00000059821
ENSCJAG00000016749,ENSMFAG00000002470
ENSCJAG00000007825,ENSMFAG00000002408
ENSCJAG00000007890,ENSMFAG00000053164
ENSCJAG00000071400,ENSMFAG00000052275
ENSCJAG00000071400,ENSMFAG00000055972
ENSCJAG00000071400,ENSMFAG00000048262
ENSCJAG00000071400,ENSMFAG00000058781
ENSCJAG00000071400,ENSMFAG00000049881
ENSCJAG00000071400,ENSMFAG00000064185
ENSCJAG00000071400,ENSMFAG00000055175
ENSCJAG00000071400,ENSMFAG00000054018
ENSCJAG00000071400,ENSMFAG00000061610
ENSCJAG00000076782,ENSMFAG00000011746
ENSCJAG00000079861,ENSMFAG00000058119
ENSCJAG00000013270,ENSMFAG00000036179
ENSCJAG00000032506,ENSMFAG00000004999
ENSCJAG00000071805,ENSMFAG00000051142
ENSCJAG00000080268,ENSMFAG00000061351
ENSCJAG00000071178,ENSMFAG00000051142
ENSCJAG00000007894,ENSMFAG00000054594
ENSCJAG00000010554,ENSMFAG00000036141
ENSCJAG00000069907,ENSMFAG00000039354
ENSCJAG00000015324,ENSMFAG00000007235
ENSCJAG00000001658,ENSMFAG00000037508
ENSCJAG00000017991,ENSMFAG00000003031
ENSCJAG00000074681,ENSMFAG00000005418
ENSCJAG00000080303,ENSMFAG00000016962
ENSCJAG00000012070,ENSMFAG00000033742
ENSCJAG00000071851,ENSMFAG00000036715
ENSCJAG00000006327,ENSMFAG00000031835
ENSCJAG00000068576,ENSMFAG00000057998
ENSCJAG00000068576,ENSMFAG00000058644
ENSCJAG00000068576,ENSMFAG00000054026
ENSCJAG00000010625,ENSMFAG00000037328
ENSCJAG00000001404,ENSMFAG00000032645
ENSCJAG00000022117,ENSMFAG00000058709
ENSCJAG00000071237,ENSMFAG00000054824
ENSCJAG00000075881,ENSMFAG00000056211
ENSCJAG00000083313,ENSMFAG00000015511
ENSCJAG00000006536,ENSMFAG00000030849
ENSCJAG00000010346,ENSMFAG00000032171
ENSCJAG00000006844,ENSMFAG00000020396
ENSCJAG00000058482,ENSMFAG00000052275
ENSCJAG00000058482,ENSMFAG00000055972
ENSCJAG00000058482,ENSMFAG00000048262
ENSCJAG00000058482,ENSMFAG00000058781
ENSCJAG00000058482,ENSMFAG00000049881
ENSCJAG00000058482,ENSMFAG00000064185
ENSCJAG00000058482,ENSMFAG00000055175
ENSCJAG00000058482,ENSMFAG00000054018
ENSCJAG00000058482,ENSMFAG00000061610
ENSCJAG00000027048,ENSMFAG00000004406
ENSCJAG00000012189,ENSMFAG00000001258
ENSCJAG00000073613,ENSMFAG00000012246
ENSCJAG00000055854,ENSMFAG00000015904
ENSCJAG00000060946,ENSMFAG00000052467
ENSCJAG00000060946,ENSMFAG00000063252
ENSCJAG00000060946,ENSMFAG00000050944
ENSCJAG00000060946,ENSMFAG00000065442
ENSCJAG00000060946,ENSMFAG00000053207
ENSCJAG00000060946,ENSMFAG00000060976
ENSCJAG00000060946,ENSMFAG00000059930
ENSCJAG00000010263,ENSMFAG00000031197
ENSCJAG00000075492,ENSMFAG00000050181
ENSCJAG00000018709,ENSMFAG00000041014
ENSCJAG00000074201,ENSMFAG00000012203
ENSCJAG00000053698,ENSMFAG00000062748
ENSCJAG00000011724,ENSMFAG00000045086
ENSCJAG00000048162,ENSMFAG00000028753
ENSCJAG00000007744,ENSMFAG00000040335
ENSCJAG00000071881,ENSMFAG00000056367
ENSCJAG00000071881,ENSMFAG00000060817
ENSCJAG00000017927,ENSMFAG00000033372
ENSCJAG00000005625,ENSMFAG00000003800
ENSCJAG00000022966,ENSMFAG00000039632
ENSCJAG00000038255,ENSMFAG00000019193
ENSCJAG00000077884,ENSMFAG00000052275
ENSCJAG00000077884,ENSMFAG00000055972
ENSCJAG00000077884,ENSMFAG00000048262
ENSCJAG00000077884,ENSMFAG00000058781
ENSCJAG00000077884,ENSMFAG00000049881
ENSCJAG00000077884,ENSMFAG00000064185
ENSCJAG00000077884,ENSMFAG00000055175
ENSCJAG00000077884,ENSMFAG00000054018
ENSCJAG00000077884,ENSMFAG00000061610
ENSCJAG00000010676,ENSMFAG00000045380
ENSCJAG00000012265,ENSMFAG00000042883
ENSCJAG00000021492,ENSMFAG00000031846
ENSCJAG00000005514,ENSMFAG00000044353
ENSCJAG00000018703,ENSMFAG00000036997
ENSCJAG00000083402,ENSMFAG00000007116
ENSCJAG00000017038,ENSMFAG00000003597
ENSCJAG00000051212,ENSMFAG00000021500
ENSCJAG00000001617,ENSMFAG00000002921
ENSCJAG00000009623,ENSMFAG00000039982
ENSCJAG00000003199,ENSMFAG00000040515
ENSCJAG00000057779,ENSMFAG00000048011
ENSCJAG00000083398,ENSMFAG00000014343
ENSCJAG00000012108,ENSMFAG00000035675
ENSCJAG00000007913,ENSMFAG00000060960
ENSCJAG00000038512,ENSMFAG00000029773
ENSCJAG00000073640,ENSMFAG00000061795
ENSCJAG00000017397,ENSMFAG00000041514
ENSCJAG00000076405,ENSMFAG00000047969
ENSCJAG00000076405,ENSMFAG00000047346
ENSCJAG00000076405,ENSMFAG00000048148
ENSCJAG00000019744,ENSMFAG00000031688
ENSCJAG00000018693,ENSMFAG00000003520
ENSCJAG00000078452,ENSMFAG00000061651
ENSCJAG00000012138,ENSMFAG00000037926
ENSCJAG00000006307,ENSMFAG00000024756
ENSCJAG00000000078,ENSMFAG00000001170
ENSCJAG00000011754,ENSMFAG00000003612
ENSCJAG00000032556,ENSMFAG00000049163
ENSCJAG00000017942,ENSMFAG00000002050
ENSCJAG00000021101,ENSMFAG00000037922
ENSCJAG00000001436,ENSMFAG00000041150
ENSCJAG00000010573,ENSMFAG00000045061
ENSCJAG00000010599,ENSMFAG00000037615
ENSCJAG00000024758,ENSMFAG00000014725
ENSCJAG00000070371,ENSMFAG00000059580
ENSCJAG00000070371,ENSMFAG00000052725
ENSCJAG00000007855,ENSMFAG00000063644
ENSCJAG00000009000,ENSMFAG00000037805
ENSCJAG00000079658,ENSMFAG00000056573
ENSCJAG00000019805,ENSMFAG00000043267
ENSCJAG00000018009,ENSMFAG00000037091
ENSCJAG00000044384,ENSMFAG00000038041
ENSCJAG00000008208,ENSMFAG00000037323
ENSCJAG00000031670,ENSMFAG00000040120
ENSCJAG00000043451,ENSMFAG00000018548
ENSCJAG00000018688,ENSMFAG00000033674
ENSCJAG00000016647,ENSMFAG00000041997
ENSCJAG00000006811,ENSMFAG00000046393
ENSCJAG00000074288,ENSMFAG00000049210
ENSCJAG00000074288,ENSMFAG00000060587
ENSCJAG00000001633,ENSMFAG00000038457
ENSCJAG00000007920,ENSMFAG00000036896
ENSCJAG00000011785,ENSMFAG00000040336
ENSCJAG00000046802,ENSMFAG00000056045
ENSCJAG00000005537,ENSMFAG00000036421
ENSCJAG00000081469,ENSMFAG00000055465
ENSCJAG00000038608,ENSMFAG00000050770
ENSCJAG00000080088,ENSMFAG00000064901
ENSCJAG00000078174,ENSMFAG00000027584
ENSCJAG00000023282,ENSMFAG00000012509
ENSCJAG00000004426,ENSMFAG00000039476
ENSCJAG00000081131,ENSMFAG00000057600
ENSCJAG00000041425,ENSMFAG00000037753
ENSCJAG00000007911,ENSMFAG00000045898
ENSCJAG00000005786,ENSMFAG00000032637
ENSCJAG00000021103,ENSMFAG00000038054
ENSCJAG00000040347,ENSMFAG00000030912
ENSCJAG00000075889,ENSMFAG00000005728
ENSCJAG00000037933,ENSMFAG00000007898
ENSCJAG00000005656,ENSMFAG00000043399
ENSCJAG00000002186,ENSMFAG00000042498
ENSCJAG00000017346,ENSMFAG00000014072
ENSCJAG00000006303,ENSMFAG00000050751
ENSCJAG00000012466,ENSMFAG00000002659
ENSCJAG00000039472,ENSMFAG00000038370
ENSCJAG00000015457,ENSMFAG00000003890
ENSCJAG00000023283,ENSMFAG00000012556
ENSCJAG00000003233,ENSMFAG00000044517
ENSCJAG00000087387,ENSMFAG00000010892
ENSCJAG00000061142,ENSMFAG00000033481
ENSCJAG00000017000,ENSMFAG00000039325
ENSCJAG00000017000,ENSMFAG00000040725
ENSCJAG00000021110,ENSMFAG00000038142
ENSCJAG00000044522,ENSMFAG00000042318
ENSCJAG00000071994,ENSMFAG00000037418
ENSCJAG00000011807,ENSMFAG00000045142
ENSCJAG00000010689,ENSMFAG00000037191
ENSCJAG00000006292,ENSMFAG00000059830
ENSCJAG00000072702,ENSMFAG00000023457
ENSCJAG00000080158,ENSMFAG00000004533
ENSCJAG00000080158,ENSMFAG00000050780
ENSCJAG00000042898,ENSMFAG00000003253
ENSCJAG00000012125,ENSMFAG00000035654
ENSCJAG00000018683,ENSMFAG00000037362
ENSCJAG00000012115,ENSMFAG00000001220
ENSCJAG00000012318,ENSMFAG00000043097
ENSCJAG00000006580,ENSMFAG00000001194
ENSCJAG00000082273,ENSMFAG00000058450
ENSCJAG00000041490,ENSMFAG00000062467
ENSCJAG00000074166,ENSMFAG00000051440
ENSCJAG00000003082,ENSMFAG00000000955
ENSCJAG00000009575,ENSMFAG00000045578
ENSCJAG00000076235,ENSMFAG00000007970
ENSCJAG00000022822,ENSMFAG00000045714
ENSCJAG00000008624,ENSMFAG00000052529
ENSCJAG00000038791,ENSMFAG00000052548
ENSCJAG00000005684,ENSMFAG00000045357
ENSCJAG00000054076,ENSMFAG00000052024
ENSCJAG00000042058,ENSMFAG00000003062
ENSCJAG00000084499,ENSMFAG00000036864
ENSCJAG00000084499,ENSMFAG00000032545
ENSCJAG00000069774,ENSMFAG00000058711
ENSCJAG00000069774,ENSMFAG00000060500
ENSCJAG00000018646,ENSMFAG00000011312
ENSCJAG00000031244,ENSMFAG00000006075
ENSCJAG00000080979,ENSMFAG00000054876
ENSCJAG00000004782,ENSMFAG00000040153
ENSCJAG00000075687,ENSMFAG00000062810
ENSCJAG00000018681,ENSMFAG00000030143
ENSCJAG00000043270,ENSMFAG00000030353
ENSCJAG00000081990,ENSMFAG00000006469
ENSCJAG00000055659,ENSMFAG00000049835
ENSCJAG00000009531,ENSMFAG00000031145
ENSCJAG00000044292,ENSMFAG00000031283
ENSCJAG00000009891,ENSMFAG00000037041
ENSCJAG00000021118,ENSMFAG00000038451
ENSCJAG00000015718,ENSMFAG00000042309
ENSCJAG00000010551,ENSMFAG00000049732
ENSCJAG00000021409,ENSMFAG00000045210
ENSCJAG00000006202,ENSMFAG00000033086
ENSCJAG00000072498,ENSMFAG00000052275
ENSCJAG00000072498,ENSMFAG00000055972
ENSCJAG00000072498,ENSMFAG00000048262
ENSCJAG00000072498,ENSMFAG00000058781
ENSCJAG00000072498,ENSMFAG00000049881
ENSCJAG00000072498,ENSMFAG00000064185
ENSCJAG00000072498,ENSMFAG00000055175
ENSCJAG00000072498,ENSMFAG00000054018
ENSCJAG00000072498,ENSMFAG00000061610
ENSCJAG00000005631,ENSMFAG00000038044
ENSCJAG00000000092,ENSMFAG00000046183
ENSCJAG00000006630,ENSMFAG00000036558
ENSCJAG00000083623,ENSMFAG00000055254
ENSCJAG00000001639,ENSMFAG00000031084
ENSCJAG00000025062,ENSMFAG00000030553
ENSCJAG00000072386,ENSMFAG00000059267
ENSCJAG00000009517,ENSMFAG00000043336
ENSCJAG00000017061,ENSMFAG00000031358
ENSCJAG00000019413,ENSMFAG00000033740
ENSCJAG00000075185,ENSMFAG00000056311
ENSCJAG00000077676,ENSMFAG00000047677
ENSCJAG00000076369,ENSMFAG00000058581
ENSCJAG00000076369,ENSMFAG00000052218
ENSCJAG00000076369,ENSMFAG00000057173
ENSCJAG00000076369,ENSMFAG00000051854
ENSCJAG00000076369,ENSMFAG00000047996
ENSCJAG00000076369,ENSMFAG00000052648
ENSCJAG00000076369,ENSMFAG00000063887
ENSCJAG00000076369,ENSMFAG00000052304
ENSCJAG00000037603,ENSMFAG00000011630
ENSCJAG00000012129,ENSMFAG00000032602
ENSCJAG00000017996,ENSMFAG00000040825
ENSCJAG00000016687,ENSMFAG00000034317
ENSCJAG00000026379,ENSMFAG00000017338
ENSCJAG00000006279,ENSMFAG00000057662
ENSCJAG00000021413,ENSMFAG00000030365
ENSCJAG00000064771,ENSMFAG00000052275
ENSCJAG00000064771,ENSMFAG00000055972
ENSCJAG00000064771,ENSMFAG00000048262
ENSCJAG00000064771,ENSMFAG00000058781
ENSCJAG00000064771,ENSMFAG00000049881
ENSCJAG00000064771,ENSMFAG00000064185
ENSCJAG00000064771,ENSMFAG00000055175
ENSCJAG00000064771,ENSMFAG00000054018
ENSCJAG00000064771,ENSMFAG00000061610
ENSCJAG00000018635,ENSMFAG00000045399
ENSCJAG00000015332,ENSMFAG00000045069
ENSCJAG00000005765,ENSMFAG00000002046
ENSCJAG00000017292,ENSMFAG00000032053
ENSCJAG00000005575,ENSMFAG00000041836
ENSCJAG00000006271,ENSMFAG00000041764
ENSCJAG00000011846,ENSMFAG00000031250
ENSCJAG00000009025,ENSMFAG00000041825
ENSCJAG00000077626,ENSMFAG00000031859
ENSCJAG00000082386,ENSMFAG00000060176
ENSCJAG00000083701,ENSMFAG00000062105
ENSCJAG00000006669,ENSMFAG00000000429
ENSCJAG00000008885,ENSMFAG00000002627
ENSCJAG00000002128,ENSMFAG00000000415
ENSCJAG00000073672,ENSMFAG00000052275
ENSCJAG00000073672,ENSMFAG00000055972
ENSCJAG00000073672,ENSMFAG00000048262
ENSCJAG00000073672,ENSMFAG00000058781
ENSCJAG00000073672,ENSMFAG00000049881
ENSCJAG00000073672,ENSMFAG00000064185
ENSCJAG00000073672,ENSMFAG00000055175
ENSCJAG00000073672,ENSMFAG00000054018
ENSCJAG00000073672,ENSMFAG00000061610
ENSCJAG00000042351,ENSMFAG00000042395
ENSCJAG00000081682,ENSMFAG00000051846
ENSCJAG00000025637,ENSMFAG00000006695
ENSCJAG00000009507,ENSMFAG00000042378
ENSCJAG00000005232,ENSMFAG00000036457
ENSCJAG00000074897,ENSMFAG00000054274
ENSCJAG00000017359,ENSMFAG00000045537
ENSCJAG00000045340,ENSMFAG00000044987
ENSCJAG00000029661,ENSMFAG00000005260
ENSCJAG00000012055,ENSMFAG00000002168
ENSCJAG00000012055,ENSMFAG00000000222
ENSCJAG00000065392,ENSMFAG00000042746
ENSCJAG00000001450,ENSMFAG00000038352
ENSCJAG00000067834,ENSMFAG00000061309
ENSCJAG00000040858,ENSMFAG00000033033
ENSCJAG00000040858,ENSMFAG00000043964
ENSCJAG00000004365,ENSMFAG00000036325
ENSCJAG00000047183,ENSMFAG00000033392
ENSCJAG00000080143,ENSMFAG00000043752
ENSCJAG00000054729,ENSMFAG00000061101
ENSCJAG00000054729,ENSMFAG00000054232
ENSCJAG00000054729,ENSMFAG00000054197
ENSCJAG00000054729,ENSMFAG00000060551
ENSCJAG00000000217,ENSMFAG00000043546
ENSCJAG00000008578,ENSMFAG00000001798
ENSCJAG00000003306,ENSMFAG00000031880
ENSCJAG00000017015,ENSMFAG00000003995
ENSCJAG00000039606,ENSMFAG00000034676
ENSCJAG00000072573,ENSMFAG00000057838
ENSCJAG00000085201,ENSMFAG00000020783
ENSCJAG00000005593,ENSMFAG00000031414
ENSCJAG00000056330,ENSMFAG00000058467
ENSCJAG00000086839,ENSMFAG00000042581
ENSCJAG00000012233,ENSMFAG00000041001
ENSCJAG00000003132,ENSMFAG00000041533
ENSCJAG00000000802,ENSMFAG00000031699
ENSCJAG00000029002,ENSMFAG00000004738
ENSCJAG00000061696,ENSMFAG00000054313
ENSCJAG00000010357,ENSMFAG00000044811
ENSCJAG00000076368,ENSMFAG00000008933
ENSCJAG00000035453,ENSMFAG00000013307
ENSCJAG00000010967,ENSMFAG00000040772
ENSCJAG00000034815,ENSMFAG00000053127
ENSCJAG00000014694,ENSMFAG00000046146
ENSCJAG00000021419,ENSMFAG00000034313
ENSCJAG00000021419,ENSMFAG00000060571
ENSCJAG00000021419,ENSMFAG00000031120
ENSCJAG00000087037,ENSMFAG00000062151
ENSCJAG00000087037,ENSMFAG00000054433
ENSCJAG00000087037,ENSMFAG00000049730
ENSCJAG00000028242,ENSMFAG00000011536
ENSCJAG00000082867,ENSMFAG00000008933
ENSCJAG00000083752,ENSMFAG00000042396
ENSCJAG00000078498,ENSMFAG00000060223
ENSCJAG00000006728,ENSMFAG00000041015
ENSCJAG00000075606,ENSMFAG00000051227
ENSCJAG00000083310,ENSMFAG00000008933
ENSCJAG00000055689,ENSMFAG00000053285
ENSCJAG00000004359,ENSMFAG00000031735
ENSCJAG00000010162,ENSMFAG00000034184
ENSCJAG00000017198,ENSMFAG00000027141
ENSCJAG00000012043,ENSMFAG00000014434
ENSCJAG00000012043,ENSMFAG00000045196
